1:    0.928 0.072 1    
286:  0.205 0.795 1    
287:  0.295 0.705 1    
288:  0.344 0.656 1    
289:  0.236 0.764 1    
290:  0.658 0.342 1    
291:  0.307 0.693 1    
292:  0.225 0.775 1    
293:  0.359 0.641 1    
294:  0.690 0.310 1    
295:  0.653 0.347 1    
296:  0.653 0.347 1    
297:  0.913 0.087 1    
298:  0.201 0.799 1    
299:  0.783 0.217 1    
300:  0.156 0.844 1    
301:  0.700 0.300 1    
302:  0.678 0.322 1    
303:  0.624 0.376 1    
304:  0.878 0.122 1    
305:  0.736 0.264 1    
306:  0.696 0.304 1    
307:  0.859 0.141 1    
308:  0.479 0.521 1    
309:  0.831 0.169 1    
310:  0.828 0.172 1    
311:  0.796 0.204 1    
312:  0.788 0.212 1    
313:  0.757 0.243 1    
314:  0.569 0.431 1    
315:  0.806 0.194 1    
316:  0.251 0.749 1    
317:  0.555 0.445 1    
318:  0.896 0.104 1    
319:  0.332 0.668 1    
320:  0.136 0.864 1    
321:  0.693 0.307 1    
322:  0.506 0.494 1    
323:  0.611 0.389 1    
324:  0.471 0.529 1    
325:  0.726 0.274 1    
326:  0.905 0.095 1    
327:  0.192 0.808 1    
328:  0.857 0.143 1    
329:  0.814 0.186 1    
330:  0.197 0.803 1    
331:  0.444 0.556 1    
332:  0.672 0.328 1    
333:  0.766 0.234 1    
334:  0.270 0.730 1    
335:  0.086 0.914 1    
336:  0.324 0.676 1    
337:  0.431 0.569 1    
338:  0.836 0.164 1    
339:  0.593 0.407 1    
340:  0.802 0.198 1    
341:  0.497 0.503 1    
342:  0.366 0.634 1    
343:  0.135 0.865 1    
344:  0.810 0.190 1    
345:  0.148 0.852 1    
346:  0.812 0.188 1    
347:  0.259 0.741 1    
348:  0.810 0.190 1    
349:  0.725 0.275 1    
350:  0.796 0.204 1    
351:  0.759 0.241 1    
352:  0.081 0.919 1    
353:  0.154 0.846 1    
354:  0.757 0.243 1    
355:  0.800 0.200 1    
356:  0.564 0.436 1    
357:  0.719 0.281 1    
358:  0.664 0.336 1    
359:  0.762 0.238 1    
360:  0.720 0.280 1    
361:  0.231 0.769 1    
362:  0.813 0.187 1    
363:  0.786 0.214 1    
364:  0.267 0.733 1    
365:  0.777 0.223 1    
366:  0.655 0.345 1    
367:  0.711 0.289 1    
368:  0.587 0.413 1    
369:  0.141 0.859 1    
370:  0.495 0.505 1    
371:  0.661 0.339 1    
372:  0.633 0.367 1    
373:  0.385 0.615 1    
374:  0.519 0.481 1    
375:  0.861 0.139 1    
376:  0.486 0.514 1    
377:  0.664 0.336 1    
378:  0.603 0.397 1    
379:  0.726 0.274 1    
380:  0.267 0.733 1    
381:  0.286 0.714 1    
382:  0.270 0.730 1    
383:  0.862 0.138 1    
384:  0.322 0.678 1    
385:  0.881 0.119 1    
386:  0.257 0.743 1    
387:  0.679 0.321 1    
388:  0.223 0.777 1    
389:  0.405 0.595 1    
390:  0.596 0.404 1    
391:  0.611 0.389 1    
392:  0.480 0.520 1    
393:  0.692 0.308 1    
394:  0.520 0.480 1    
395:  0.837 0.163 1    
396:  0.597 0.403 1    
397:  0.751 0.249 1    
398:  0.060 0.940 1    
399:  0.845 0.155 1    
400:  0.651 0.349 1    
401:  0.691 0.309 1    
402:  0.148 0.852 1    
403:  0.505 0.495 1    
404:  0.747 0.253 1    
405:  0.444 0.556 1    
406:  0.910 0.090 1    
407:  0.925 0.075 1    
408:  0.178 0.822 1    
409:  0.125 0.875 1    
410:  0.338 0.662 1    
411:  0.815 0.185 1    
412:  0.519 0.481 1    
413:  0.859 0.141 1    
414:  0.864 0.136 1    
415:  0.489 0.511 1    
416:  0.696 0.304 1    
417:  0.385 0.615 1    
418:  0.403 0.597 1    
419:  0.389 0.611 1    
420:  0.804 0.196 1    
421:  0.853 0.147 1    
422:  0.132 0.868 1    
423:  0.358 0.642 1    
424:  0.836 0.164 1    
425:  0.843 0.157 1    
426:  0.677 0.323 1    
427:  0.199 0.801 1    
428:  0.861 0.139 1    
429:  0.824 0.176 1    
430:  0.285 0.715 1    
431:  0.323 0.677 1    
432:  0.524 0.476 1    
433:  0.124 0.876 1    
434:  0.886 0.114 1    
435:  0.534 0.466 1    
436:  0.729 0.271 1    
437:  0.589 0.411 1    
438:  0.594 0.406 1    
439:  0.381 0.619 1    
440:  0.770 0.230 1    
441:  0.424 0.576 1    
442:  0.204 0.796 1    
443:  0.506 0.494 1    
444:  0.544 0.456 1    
445:  0.796 0.204 1    
446:  0.505 0.495 1    
447:  0.278 0.722 1    
448:  0.365 0.635 1    
449:  0.278 0.722 1    
450:  0.141 0.859 1    
451:  0.633 0.367 1    
452:  0.236 0.764 1    
453:  0.806 0.194 1    
454:  0.850 0.150 1    
455:  0.120 0.880 1    
456:  0.582 0.418 1    
457:  0.406 0.594 1    
458:  0.293 0.707 1    
459:  0.254 0.746 1    
460:  0.718 0.282 1    
461:  0.781 0.219 1    
462:  0.664 0.336 1    
463:  0.089 0.911 1    
464:  0.703 0.297 1    
465:  0.529 0.471 1    
466:  0.844 0.156 1    
467:  0.490 0.510 1    
468:  0.462 0.538 1    
469:  0.698 0.302 1    
470:  0.503 0.497 1    
471:  0.386 0.614 1    
472:  0.209 0.791 1    
473:  0.579 0.421 1    
474:  0.467 0.533 1    
475:  0.223 0.777 1    
476:  0.585 0.415 1    
477:  0.722 0.278 1    
478:  0.798 0.202 1    
479:  0.243 0.757 1    
480:  0.338 0.662 1    
481:  0.584 0.416 1    
482:  0.316 0.684 1    
483:  0.082 0.918 1    
484:  0.717 0.283 1    
485:  0.625 0.375 1    
486:  0.357 0.643 1    
487:  0.153 0.847 1    
488:  0.570 0.430 1    
489:  0.513 0.487 1    
490:  0.211 0.789 1    
491:  0.280 0.720 1    
492:  0.372 0.628 1    
493:  0.770 0.230 1    
494:  0.931 0.069 1    
495:  0.228 0.772 1    
496:  0.680 0.320 1    
497:  0.747 0.253 1    
498:  0.630 0.370 1    
499:  0.575 0.425 1    
500:  0.821 0.179 1    
501:  0.679 0.321 1    
502:  0.540 0.460 1    
503:  0.513 0.487 1    
504:  0.731 0.269 1    
505:  0.282 0.718 1    
506:  0.611 0.389 1    
507:  0.110 0.890 1    
508:  0.255 0.745 1    
509:  0.710 0.290 1    
510:  0.126 0.874 1    
511:  0.059 0.941 1    
512:  0.836 0.164 1    
513:  0.227 0.773 1    
514:  0.900 0.100 1    
515:  0.560 0.440 1    
516:  0.115 0.885 1    
517:  0.722 0.278 1    
518:  0.327 0.673 1    
519:  0.816 0.184 1    
520:  0.877 0.123 1    
521:  0.780 0.220 1    
522:  0.881 0.119 1    
523:  0.344 0.656 1    
524:  0.712 0.288 1    
525:  0.435 0.565 1    
526:  0.520 0.480 1    
527:  0.261 0.739 1    
528:  0.205 0.795 1    
529:  0.839 0.161 1    
530:  0.287 0.713 1    
531:  0.803 0.197 1    
532:  0.481 0.519 1    
533:  0.898 0.102 1    
534:  0.510 0.490 1    
535:  0.272 0.728 1    
536:  0.745 0.255 1    
537:  0.145 0.855 1    
538:  0.371 0.629 1    
539:  0.569 0.431 1    
540:  0.499 0.501 1    
541:  0.881 0.119 1    
542:  0.714 0.286 1    
543:  0.872 0.128 1    
544:  0.153 0.847 1    
545:  0.260 0.740 1    
546:  0.207 0.793 1    
547:  0.251 0.749 1    
548:  0.427 0.573 1    
549:  0.607 0.393 1    
550:  0.542 0.458 1    
551:  0.741 0.259 1    
552:  0.513 0.487 1    
553:  0.552 0.448 1    
554:  0.435 0.565 1    
555:  0.635 0.365 1    
556:  0.699 0.301 1    
557:  0.746 0.254 1    
558:  0.608 0.392 1    
559:  0.264 0.736 1    
560:  0.661 0.339 1    
561:  0.381 0.619 1    
562:  0.819 0.181 1    
563:  0.617 0.383 1    
564:  0.550 0.450 1    
565:  0.417 0.583 1    
566:  0.506 0.494 1    
567:  0.704 0.296 1    
568:  0.386 0.614 1    
569:  0.522 0.478 1    
570:  0.683 0.317 1    
571:  0.316 0.684 1    
572:  0.661 0.339 1    
573:  0.378 0.622 1    
574:  0.591 0.409 1    
575:  0.705 0.295 1    
576:  0.501 0.499 1    
577:  0.147 0.853 1    
578:  0.103 0.897 1    
579:  0.271 0.729 1    
580:  0.752 0.248 1    
581:  0.740 0.260 1    
582:  0.701 0.299 1    
583:  0.765 0.235 1    
584:  0.469 0.531 1    
585:  0.267 0.733 1    
586:  0.847 0.153 1    
587:  0.317 0.683 1    
588:  0.856 0.144 1    
589:  0.750 0.250 1    
590:  0.750 0.250 1    
591:  0.325 0.675 1    
592:  0.442 0.558 1    
593:  0.643 0.357 1    
594:  0.772 0.228 1    
595:  0.824 0.176 1    
596:  0.527 0.473 1    
597:  0.607 0.393 1    
598:  0.592 0.408 1    
599:  0.775 0.225 1    
600:  0.728 0.272 1    
601:  0.671 0.329 1    
602:  0.487 0.513 1    
603:  0.310 0.690 1    
604:  0.723 0.277 1    
605:  0.709 0.291 1    
606:  0.362 0.638 1    
607:  0.701 0.299 1    
608:  0.344 0.656 1    
609:  0.236 0.764 1    
610:  0.893 0.107 1    
611:  0.525 0.475 1    
612:  0.429 0.571 1    
613:  0.557 0.443 1    
614:  0.379 0.621 1    
615:  0.789 0.211 1    
616:  0.782 0.218 1    
617:  0.459 0.541 1    
618:  0.574 0.426 1    
619:  0.343 0.657 1    
620:  0.783 0.217 1    
621:  0.371 0.629 1    
622:  0.764 0.236 1    
623:  0.860 0.140 1    
624:  0.706 0.294 1    
625:  0.289 0.711 1    
626:  0.640 0.360 1    
627:  0.337 0.663 1    
628:  0.424 0.576 1    
629:  0.621 0.379 1    
630:  0.436 0.564 1    
631:  0.274 0.726 1    
632:  0.476 0.524 1    
633:  0.740 0.260 1    
634:  0.469 0.531 1    
635:  0.533 0.467 1    
636:  0.468 0.532 1    
637:  0.651 0.349 1    
638:  0.112 0.888 1    
639:  0.607 0.393 1    
640:  0.281 0.719 1    
641:  0.221 0.779 1    
642:  0.354 0.646 1    
643:  0.903 0.097 1    
644:  0.466 0.534 1    
645:  0.213 0.787 1    
646:  0.796 0.204 1    
647:  0.753 0.247 1    
648:  0.177 0.823 1    
649:  0.606 0.394 1    
650:  0.207 0.793 1    
651:  0.392 0.608 1    
652:  0.468 0.532 1    
653:  0.186 0.814 1    
654:  0.293 0.707 1    
655:  0.185 0.815 1    
656:  0.868 0.132 1    
657:  0.422 0.578 1    
658:  0.634 0.366 1    
659:  0.213 0.787 1    
660:  0.287 0.713 1    
661:  0.699 0.301 1    
662:  0.411 0.589 1    
663:  0.389 0.611 1    
664:  0.642 0.358 1    
665:  0.643 0.357 1    
666:  0.644 0.356 1    
667:  0.385 0.615 1    
668:  0.781 0.219 1    
669:  0.229 0.771 1    
670:  0.289 0.711 1    
671:  0.216 0.784 1    
672:  0.410 0.590 1    
673:  0.728 0.272 1    
674:  0.683 0.317 1    
675:  0.885 0.115 1    
676:  0.668 0.332 1    
677:  0.488 0.512 1    
678:  0.693 0.307 1    
679:  0.167 0.833 1    
680:  0.626 0.374 1    
681:  0.749 0.251 1    
682:  0.111 0.889 1    
683:  0.660 0.340 1    
684:  0.785 0.215 1    
685:  0.447 0.553 1    
686:  0.456 0.544 1    
687:  0.365 0.635 1    
688:  0.844 0.156 1    
689:  0.700 0.300 1    
690:  0.244 0.756 1    
691:  0.712 0.288 1    
692:  0.787 0.213 1    
693:  0.578 0.422 1    
694:  0.185 0.815 1    
695:  0.737 0.263 1    
696:  0.423 0.577 1    
697:  0.482 0.518 1    
698:  0.659 0.341 1    
699:  0.251 0.749 1    
700:  0.422 0.578 1    
701:  0.184 0.816 1    
702:  0.370 0.630 1    
703:  0.801 0.199 1    
704:  0.313 0.687 1    
705:  0.545 0.455 1    
706:  0.166 0.834 1    
707:  0.649 0.351 1    
708:  0.489 0.511 1    
709:  0.703 0.297 1    
710:  0.624 0.376 1    
711:  0.638 0.362 1    
712:  0.666 0.334 1    
713:  0.555 0.445 1    
           
           
1:    0.827 0.173 1    
2:    0.588 0.412 1    
3:    0.694 0.306 1    
4:    0.538 0.462 1    
5:    0.695 0.305 1    
6:    0.755 0.245 1    
7:    0.365 0.635 1    
8:    0.734 0.266 1    
9:    0.820 0.180 1    
10:   0.207 0.793 1    
11:   0.656 0.344 1    
12:   0.795 0.205 1    
13:   0.394 0.606 1    
14:   0.818 0.182 1    
15:   0.420 0.580 1    
16:   0.622 0.378 1    
17:   0.678 0.322 1    
18:   0.293 0.707 1    
19:   0.209 0.791 1    
20:   0.499 0.501 1    
21:   0.131 0.869 1    
22:   0.253 0.747 1    
23:   0.154 0.846 1    
24:   0.492 0.508 1    
25:   0.369 0.631 1    
26:   0.117 0.883 1    
27:   0.817 0.183 1    
28:   0.231 0.769 1    
29:   0.454 0.546 1    
30:   0.734 0.266 1    
31:   0.141 0.859 1    
32:   0.330 0.670 1    
33:   0.865 0.135 1    
34:   0.222 0.778 1    
35:   0.178 0.822 1    
36:   0.173 0.827 1    
37:   0.510 0.490 1    
38:   0.540 0.460 1    
39:   0.764 0.236 1    
40:   0.456 0.544 1    
41:   0.232 0.768 1    
42:   0.625 0.375 1    
43:   0.798 0.202 1    
44:   0.616 0.384 1    
45:   0.925 0.075 1    
46:   0.901 0.099 1    
47:   0.619 0.381 1    
48:   0.721 0.279 1    
49:   0.897 0.103 1    
50:   0.774 0.226 1    
51:   0.882 0.118 1    
52:   0.699 0.301 1    
53:   0.726 0.274 1    
54:   0.921 0.079 1    
55:   0.683 0.317 1    
56:   0.814 0.186 1    
57:   0.431 0.569 1    
58:   0.760 0.240 1    
59:   0.603 0.397 1    
60:   0.812 0.188 1    
61:   0.575 0.425 1    
62:   0.762 0.238 1    
63:   0.737 0.263 1    
64:   0.692 0.308 1    
65:   0.890 0.110 1    
66:   0.452 0.548 1    
67:   0.180 0.820 1    
68:   0.616 0.384 1    
69:   0.222 0.778 1    
70:   0.339 0.661 1    
71:   0.886 0.114 1    
72:   0.714 0.286 1    
73:   0.701 0.299 1    
74:   0.827 0.173 1    
75:   0.823 0.177 1    
76:   0.872 0.128 1    
77:   0.820 0.180 1    
78:   0.822 0.178 1    
79:   0.486 0.514 1    
80:   0.804 0.196 1    
81:   0.157 0.843 1    
82:   0.835 0.165 1    
83:   0.719 0.281 1    
84:   0.777 0.223 1    
85:   0.829 0.171 1    
86:   0.462 0.538 1    
87:   0.866 0.134 1    
88:   0.869 0.131 1    
89:   0.825 0.175 1    
90:   0.295 0.705 1    
91:   0.876 0.124 1    
92:   0.902 0.098 1    
93:   0.764 0.236 1    
94:   0.678 0.322 1    
95:   0.774 0.226 1    
96:   0.228 0.772 1    
97:   0.655 0.345 1    
98:   0.759 0.241 1    
99:   0.610 0.390 1    
100:  0.701 0.299 1    
101:  0.712 0.288 1    
102:  0.649 0.351 1    
103:  0.317 0.683 1    
104:  0.795 0.205 1    
105:  0.560 0.440 1    
106:  0.251 0.749 1    
107:  0.824 0.176 1    
108:  0.394 0.606 1    
109:  0.773 0.227 1    
110:  0.845 0.155 1    
111:  0.687 0.313 1    
112:  0.457 0.543 1    
113:  0.438 0.562 1    
114:  0.651 0.349 1    
115:  0.455 0.545 1    
116:  0.749 0.251 1    
117:  0.644 0.356 1    
118:  0.591 0.409 1    
119:  0.733 0.267 1    
120:  0.831 0.169 1    
121:  0.327 0.673 1    
122:  0.511 0.489 1    
123:  0.730 0.270 1    
124:  0.433 0.567 1    
125:  0.632 0.368 1    
126:  0.373 0.627 1    
127:  0.646 0.354 1    
128:  0.581 0.419 1    
129:  0.749 0.251 1    
130:  0.434 0.566 1    
131:  0.800 0.200 1    
132:  0.581 0.419 1    
133:  0.118 0.882 1    
134:  0.672 0.328 1    
135:  0.445 0.555 1    
136:  0.290 0.710 1    
137:  0.874 0.126 1    
138:  0.336 0.664 1    
139:  0.809 0.191 1    
140:  0.536 0.464 1    
141:  0.587 0.413 1    
142:  0.899 0.101 1    
143:  0.704 0.296 1    
144:  0.765 0.235 1    
145:  0.743 0.257 1    
146:  0.306 0.694 1    
147:  0.624 0.376 1    
148:  0.151 0.849 1    
149:  0.409 0.591 1    
150:  0.325 0.675 1    
151:  0.708 0.292 1    
152:  0.529 0.471 1    
153:  0.251 0.749 1    
154:  0.475 0.525 1    
155:  0.205 0.795 1    
156:  0.321 0.679 1    
157:  0.618 0.382 1    
158:  0.725 0.275 1    
159:  0.674 0.326 1    
160:  0.695 0.305 1    
161:  0.402 0.598 1    
162:  0.384 0.616 1    
163:  0.523 0.477 1    
164:  0.265 0.735 1    
165:  0.760 0.240 1    
166:  0.471 0.529 1    
167:  0.553 0.447 1    
168:  0.635 0.365 1    
169:  0.573 0.427 1    
170:  0.658 0.342 1    
171:  0.250 0.750 1    
172:  0.257 0.743 1    
173:  0.722 0.278 1    
174:  0.159 0.841 1    
175:  0.615 0.385 1    
176:  0.803 0.197 1    
177:  0.653 0.347 1    
178:  0.261 0.739 1    
179:  0.617 0.383 1    
180:  0.153 0.847 1    
181:  0.643 0.357 1    
182:  0.669 0.331 1    
183:  0.459 0.541 1    
184:  0.307 0.693 1    
185:  0.260 0.740 1    
186:  0.767 0.233 1    
187:  0.279 0.721 1    
188:  0.224 0.776 1    
189:  0.580 0.420 1    
190:  0.614 0.386 1    
191:  0.519 0.481 1    
192:  0.141 0.859 1    
193:  0.267 0.733 1    
194:  0.337 0.663 1    
195:  0.429 0.571 1    
196:  0.612 0.388 1    
197:  0.328 0.672 1    
198:  0.340 0.660 1    
199:  0.597 0.403 1    
200:  0.534 0.466 1    
201:  0.313 0.687 1    
202:  0.429 0.571 1    
203:  0.821 0.179 1    
204:  0.598 0.402 1    
205:  0.792 0.208 1    
206:  0.627 0.373 1    
207:  0.638 0.362 1    
208:  0.437 0.563 1    
209:  0.593 0.407 1    
210:  0.640 0.360 1    
211:  0.537 0.463 1    
212:  0.711 0.289 1    
213:  0.204 0.796 1    
214:  0.499 0.501 1    
215:  0.344 0.656 1    
216:  0.260 0.740 1    
217:  0.503 0.497 1    
218:  0.212 0.788 1    
219:  0.275 0.725 1    
220:  0.269 0.731 1    
221:  0.522 0.478 1    
222:  0.559 0.441 1    
223:  0.716 0.284 1    
224:  0.770 0.230 1    
225:  0.204 0.796 1    
226:  0.676 0.324 1    
227:  0.603 0.397 1    
228:  0.218 0.782 1    
229:  0.673 0.327 1    
230:  0.829 0.171 1    
231:  0.457 0.543 1    
232:  0.709 0.291 1    
233:  0.365 0.635 1    
234:  0.666 0.334 1    
235:  0.450 0.550 1    
236:  0.145 0.855 1    
237:  0.476 0.524 1    
238:  0.684 0.316 1    
239:  0.239 0.761 1    
240:  0.152 0.848 1    
241:  0.561 0.439 1    
242:  0.578 0.422 1    
243:  0.412 0.588 1    
244:  0.659 0.341 1    
245:  0.393 0.607 1    
246:  0.731 0.269 1    
247:  0.585 0.415 1    
248:  0.529 0.471 1    
249:  0.735 0.265 1    
250:  0.796 0.204 1    
251:  0.735 0.265 1    
252:  0.141 0.859 1    
253:  0.462 0.538 1    
254:  0.567 0.433 1    
255:  0.300 0.700 1    
256:  0.237 0.763 1    
257:  0.235 0.765 1    
258:  0.459 0.541 1    
259:  0.844 0.156 1    
260:  0.662 0.338 1    
261:  0.203 0.797 1    
262:  0.310 0.690 1    
263:  0.405 0.595 1    
264:  0.619 0.381 1    
265:  0.346 0.654 1    
266:  0.755 0.245 1    
267:  0.125 0.875 1    
268:  0.607 0.393 1    
269:  0.258 0.742 1    
270:  0.258 0.742 1    
271:  0.232 0.768 1    
272:  0.336 0.664 1    
273:  0.641 0.359 1    
274:  0.648 0.352 1    
275:  0.145 0.855 1    
276:  0.382 0.618 1    
277:  0.181 0.819 1    
278:  0.243 0.757 1    
279:  0.232 0.768 1    
280:  0.527 0.473 1    
281:  0.287 0.713 1    
282:  0.782 0.218 1    
283:  0.533 0.467 1    
284:  0.258 0.742 1    
285:  0.245 0.755 1    
286:  0.791 0.209 1    
287:  0.664 0.336 1    
288:  0.594 0.406 1    
289:  0.771 0.229 1    
290:  0.347 0.653 1    
291:  0.610 0.390 1    
292:  0.664 0.336 1    
293:  0.609 0.391 1    
294:  0.297 0.703 1    
295:  0.340 0.660 1    
296:  0.319 0.681 1    
297:  0.126 0.874 1    
298:  0.745 0.255 1    
299:  0.322 0.678 1    
300:  0.769 0.231 1    
301:  0.272 0.728 1    
302:  0.384 0.616 1    
303:  0.442 0.558 1    
304:  0.156 0.844 1    
305:  0.284 0.716 1    
306:  0.358 0.642 1    
307:  0.176 0.824 1    
308:  0.555 0.445 1    
309:  0.198 0.802 1    
310:  0.211 0.789 1    
311:  0.288 0.712 1    
312:  0.218 0.782 1    
313:  0.296 0.704 1    
314:  0.383 0.617 1    
315:  0.211 0.789 1    
316:  0.726 0.274 1    
317:  0.461 0.539 1    
318:  0.172 0.828 1    
319:  0.613 0.387 1    
320:  0.771 0.229 1    
321:  0.366 0.634 1    
322:  0.521 0.479 1    
323:  0.371 0.629 1    
324:  0.581 0.419 1    
325:  0.327 0.673 1    
326:  0.158 0.842 1    
327:  0.791 0.209 1    
328:  0.170 0.830 1    
329:  0.260 0.740 1    
330:  0.748 0.252 1    
331:  0.517 0.483 1    
332:  0.343 0.657 1    
333:  0.239 0.761 1    
334:  0.699 0.301 1    
335:  0.862 0.138 1    
336:  0.616 0.384 1    
337:  0.493 0.507 1    
338:  0.190 0.810 1    
339:  0.439 0.561 1    
340:  0.245 0.755 1    
341:  0.462 0.538 1    
342:  0.576 0.424 1    
343:  0.847 0.153 1    
344:  0.229 0.771 1    
345:  0.793 0.207 1    
346:  0.304 0.696 1    
347:  0.709 0.291 1    
348:  0.274 0.726 1    
349:  0.301 0.699 1    
350:  0.257 0.743 1    
351:  0.320 0.680 1    
352:  0.875 0.125 1    
353:  0.778 0.222 1    
354:  0.301 0.699 1    
355:  0.234 0.766 1    
356:  0.374 0.626 1    
357:  0.330 0.670 1    
358:  0.356 0.644 1    
359:  0.291 0.709 1    
360:  0.367 0.633 1    
361:  0.715 0.285 1    
362:  0.255 0.745 1    
363:  0.279 0.721 1    
364:  0.698 0.302 1    
365:  0.258 0.742 1    
366:  0.371 0.629 1    
367:  0.326 0.674 1    
368:  0.514 0.486 1    
369:  0.801 0.199 1    
370:  0.463 0.537 1    
371:  0.315 0.685 1    
372:  0.417 0.583 1    
373:  0.597 0.403 1    
374:  0.503 0.497 1    
375:  0.150 0.850 1    
376:  0.495 0.505 1    
377:  0.351 0.649 1    
378:  0.398 0.602 1    
379:  0.351 0.649 1    
380:  0.645 0.355 1    
381:  0.634 0.366 1    
382:  0.736 0.264 1    
383:  0.210 0.790 1    
384:  0.700 0.300 1    
385:  0.167 0.833 1    
386:  0.753 0.247 1    
387:  0.330 0.670 1    
388:  0.744 0.256 1    
389:  0.583 0.417 1    
390:  0.369 0.631 1    
391:  0.381 0.619 1    
392:  0.515 0.485 1    
393:  0.339 0.661 1    
394:  0.538 0.462 1    
395:  0.209 0.791 1    
396:  0.396 0.604 1    
397:  0.315 0.685 1    
398:  0.899 0.101 1    
399:  0.190 0.810 1    
400:  0.331 0.669 1    
401:  0.363 0.637 1    
402:  0.708 0.292 1    
403:  0.505 0.495 1    
404:  0.269 0.731 1    
405:  0.540 0.460 1    
406:  0.164 0.836 1    
407:  0.116 0.884 1    
408:  0.724 0.276 1    
409:  0.825 0.175 1    
410:  0.673 0.327 1    
411:  0.244 0.756 1    
412:  0.564 0.436 1    
413:  0.176 0.824 1    
414:  0.229 0.771 1    
415:  0.518 0.482 1    
416:  0.299 0.701 1    
417:  0.587 0.413 1    
418:  0.605 0.395 1    
419:  0.636 0.364 1    
420:  0.231 0.769 1    
421:  0.169 0.831 1    
422:  0.803 0.197 1    
423:  0.536 0.464 1    
424:  0.187 0.813 1    
425:  0.182 0.818 1    
426:  0.359 0.641 1    
427:  0.708 0.292 1    
428:  0.142 0.858 1    
429:  0.190 0.810 1    
430:  0.715 0.285 1    
431:  0.665 0.335 1    
432:  0.387 0.613 1    
433:  0.839 0.161 1    
434:  0.150 0.850 1    
435:  0.456 0.544 1    
436:  0.287 0.713 1    
437:  0.473 0.527 1    
438:  0.413 0.587 1    
439:  0.518 0.482 1    
440:  0.261 0.739 1    
441:  0.599 0.401 1    
442:  0.741 0.259 1    
443:  0.535 0.465 1    
444:  0.366 0.634 1    
445:  0.272 0.728 1    
446:  0.474 0.526 1    
447:  0.655 0.345 1    
448:  0.632 0.368 1    
449:  0.597 0.403 1    
450:  0.796 0.204 1    
451:  0.411 0.589 1    
452:  0.727 0.273 1    
453:  0.218 0.782 1    
454:  0.160 0.840 1    
455:  0.831 0.169 1    
456:  0.342 0.658 1    
457:  0.624 0.376 1    
458:  0.697 0.303 1    
459:  0.645 0.355 1    
460:  0.328 0.672 1    
461:  0.291 0.709 1    
462:  0.336 0.664 1    
463:  0.857 0.143 1    
464:  0.328 0.672 1    
465:  0.519 0.481 1    
466:  0.171 0.829 1    
467:  0.565 0.435 1    
468:  0.576 0.424 1    
469:  0.276 0.724 1    
470:  0.549 0.451 1    
471:  0.646 0.354 1    
472:  0.768 0.232 1    
473:  0.398 0.602 1    
474:  0.580 0.420 1    
475:  0.730 0.270 1    
476:  0.388 0.612 1    
477:  0.290 0.710 1    
478:  0.256 0.744 1    
479:  0.667 0.333 1    
480:  0.547 0.453 1    
481:  0.491 0.509 1    
482:  0.643 0.357 1    
483:  0.875 0.125 1    
484:  0.299 0.701 1    
485:  0.441 0.559 1    
486:  0.662 0.338 1    
487:  0.772 0.228 1    
488:  0.371 0.629 1    
489:  0.398 0.602 1    
490:  0.754 0.246 1    
491:  0.663 0.337 1    
492:  0.586 0.414 1    
493:  0.226 0.774 1    
494:  0.095 0.905 1    
495:  0.649 0.351 1    
496:  0.379 0.621 1    
497:  0.244 0.756 1    
498:  0.388 0.612 1    
499:  0.387 0.613 1    
500:  0.211 0.789 1    
501:  0.304 0.696 1    
502:  0.419 0.581 1    
503:  0.559 0.441 1    
504:  0.308 0.692 1    
505:  0.681 0.319 1    
506:  0.405 0.595 1    
507:  0.841 0.159 1    
508:  0.758 0.242 1    
509:  0.350 0.650 1    
510:  0.830 0.170 1    
511:  0.903 0.097 1    
512:  0.222 0.778 1    
513:  0.657 0.343 1    
514:  0.140 0.860 1    
515:  0.492 0.508 1    
516:  0.855 0.145 1    
517:  0.349 0.651 1    
518:  0.566 0.434 1    
519:  0.237 0.763 1    
520:  0.121 0.879 1    
521:  0.234 0.766 1    
522:  0.139 0.861 1    
523:  0.650 0.350 1    
524:  0.314 0.686 1    
525:  0.526 0.474 1    
526:  0.428 0.572 1    
527:  0.637 0.363 1    
528:  0.768 0.232 1    
529:  0.173 0.827 1    
530:  0.618 0.382 1    
531:  0.262 0.738 1    
532:  0.448 0.552 1    
533:  0.132 0.868 1    
534:  0.457 0.543 1    
535:  0.706 0.294 1    
536:  0.319 0.681 1    
537:  0.824 0.176 1    
538:  0.579 0.421 1    
539:  0.351 0.649 1    
540:  0.524 0.476 1    
541:  0.171 0.829 1    
542:  0.309 0.691 1    
543:  0.177 0.823 1    
544:  0.737 0.263 1    
545:  0.698 0.302 1    
546:  0.788 0.212 1    
547:  0.718 0.282 1    
548:  0.576 0.424 1    
549:  0.426 0.574 1    
550:  0.480 0.520 1    
551:  0.298 0.702 1    
552:  0.542 0.458 1    
553:  0.445 0.555 1    
554:  0.545 0.455 1    
555:  0.421 0.579 1    
556:  0.255 0.745 1    
557:  0.257 0.743 1    
558:  0.382 0.618 1    
559:  0.767 0.233 1    
560:  0.363 0.637 1    
561:  0.601 0.399 1    
562:  0.221 0.779 1    
563:  0.426 0.574 1    
564:  0.453 0.547 1    
565:  0.570 0.430 1    
566:  0.556 0.444 1    
567:  0.357 0.643 1    
568:  0.480 0.520 1    
569:  0.471 0.529 1    
570:  0.325 0.675 1    
