31/10/2022 11:55:57 :
        Data file: C:\Users\rchen2\Documents\Black Grouse PhD\GitHub\blackgrouse-hunting\data\cleandata\Microsat.males.noLOCUS1+13.fstat.dat
        Used loci:  Loc_1 Loc_2 Loc_3 Loc_4 Loc_5 Loc_7 Loc_8 Loc_9 Loc_10 Loc_11
        Detection of first generation migrants
        Likelihood ratio L_home / L_max
        Criterion: Rannala & Mountain (1997)
        Number of simulated individuals: 1000
        Simulation algorithm: Paetkau et al. (2004)
        Threshold (p-value): 0.01
        Starting computation
31/10/2022 11:55:57 - 19 individuals with a probability below 0.01
31/10/2022 11:55:59 - Computation terminated. Duration: 7459.875 s
;;;;1;2;3;4;5;6;7;8;9;10;11;12;Nb. of loci;Used loci;Missing loci
3/;3;0.000;0.752;15.344;15.410;11.758;15.560;15.935;17.882;15.282;14.781;14.273;14.146;13.943;14.192;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;2.172;0.075;12.204;12.569;12.975;12.413;12.636;15.410;12.345;11.766;12.067;11.902;10.803;12.924;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.142;0.198;15.911;14.311;14.074;14.514;13.754;15.725;12.932;14.000;14.343;14.054;13.113;13.566;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.745;10.973;10.312;10.276;11.274;11.382;13.332;11.210;10.415;10.956;11.024;11.160;11.367;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.749;13.955;15.273;11.704;15.306;12.609;13.596;13.872;15.682;13.108;15.060;14.282;12.017;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.752;11.663;11.079;9.502;12.505;11.742;11.626;12.170;12.470;10.303;10.304;10.408;11.207;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.747;13.275;12.608;12.273;12.738;14.167;14.879;12.625;12.859;12.888;12.447;13.675;12.403;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.299;0.391;10.308;11.548;10.607;11.691;10.458;10.792;11.883;14.005;11.703;11.487;10.948;11.634;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;2.178;0.073;13.734;12.601;14.630;14.239;13.678;13.240;14.366;15.483;12.723;12.452;13.803;13.783;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.927;0.096;13.519;13.652;15.123;14.276;15.333;16.743;14.977;13.928;14.912;15.006;14.465;13.197;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.764;13.088;13.220;9.779;11.922;12.331;15.606;11.977;11.948;13.058;13.107;12.728;11.594;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;2.165;0.072;10.837;11.336;12.837;11.843;10.758;10.672;11.345;14.687;12.354;11.945;11.271;11.855;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.947;0.253;10.769;12.513;11.271;11.551;11.100;10.324;11.823;14.412;10.724;10.389;11.430;12.283;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.749;11.381;12.100;10.100;11.084;11.259;12.653;11.942;12.083;11.435;12.505;11.486;11.259;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.523;0.133;11.530;10.649;11.398;9.875;10.824;13.157;11.319;10.975;11.641;10.796;10.784;10.345;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.216;0.426;15.851;15.082;12.398;12.575;13.476;13.044;12.182;14.756;13.258;13.372;13.379;13.645;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.436;0.153;15.766;13.506;14.710;13.551;13.274;15.101;14.836;15.391;13.850;13.560;14.952;13.824;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.630;0.119;12.752;11.522;12.994;12.005;11.364;11.439;11.562;13.552;12.094;12.140;12.107;11.507;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.753;13.249;13.339;11.149;13.495;11.288;12.304;14.155;14.573;11.363;12.453;12.130;11.600;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.747;21.434;18.282;15.100;19.360;16.819;16.283;18.010;18.563;16.855;17.957;18.464;17.274;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.425;0.368;11.905;13.228;12.278;11.862;12.644;14.129;12.567;13.364;12.587;12.886;11.853;12.818;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;2.846;0.029;15.982;16.929;16.913;16.484;16.755;18.891;14.067;14.301;15.650;18.792;15.571;15.918;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.569;0.323;10.065;9.594;9.801;9.797;9.232;9.587;9.660;10.583;9.532;9.712;9.689;9.974;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.741;15.840;13.632;12.188;14.295;14.136;14.821;12.991;13.781;13.112;13.394;14.509;12.595;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;3.696;0.008;16.493;14.855;16.636;13.110;15.501;14.053;13.144;15.198;13.026;14.473;13.627;12.940;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;3.592;0.014;16.459;15.893;15.761;14.489;15.291;16.097;15.596;15.987;14.719;12.168;13.783;14.111;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.765;15.351;14.123;11.737;14.573;14.942;18.323;13.912;16.023;13.941;13.595;15.000;13.648;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.109;0.208;20.539;18.288;13.836;15.941;14.717;12.727;14.542;15.142;13.353;16.069;14.501;14.295;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;0.000;0.746;13.157;12.905;10.930;13.292;12.492;15.404;12.403;13.380;12.956;12.360;12.391;11.777;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.128;0.553;15.642;16.563;14.469;12.720;13.567;13.163;12.591;13.522;14.870;14.741;13.339;16.033;9 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  ; Loc_11  
4/;4;0.000;0.812;14.808;12.360;13.466;10.952;13.090;14.800;12.778;13.316;14.412;12.384;12.214;11.920;9 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  ; Loc_11  
4/;4;2.143;0.032;14.318;14.407;15.284;14.169;13.968;14.793;12.026;13.271;14.432;15.278;13.636;15.333;9 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  ; Loc_11  
4/;4;0.000;0.814;15.220;14.555;14.871;13.371;14.374;14.936;13.771;14.625;14.540;14.311;13.451;14.094;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;3.598;0.003;14.587;13.666;13.368;15.326;14.093;16.305;15.269;11.727;14.561;13.773;12.851;14.732;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.873;0.233;10.862;9.767;10.868;10.055;10.581;11.141;10.158;13.020;10.309;9.684;10.075;9.182;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.540;0.088;17.635;16.457;15.240;14.461;13.518;13.883;13.278;14.951;14.851;13.892;12.920;15.913;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.949;0.215;17.434;17.641;16.399;15.205;16.625;17.232;16.492;15.674;15.923;14.256;15.200;16.344;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.403;0.423;13.722;16.096;13.167;12.393;12.393;13.788;12.570;15.582;12.182;11.990;12.909;14.115;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.313;0.464;11.826;12.904;13.434;12.139;12.334;13.768;12.695;13.384;14.586;13.169;12.691;13.100;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.682;0.306;11.558;12.058;11.310;11.450;10.954;11.654;11.758;11.928;11.769;12.316;10.768;11.168;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.259;0.143;13.553;12.373;13.674;12.875;12.593;12.824;14.294;13.969;13.994;11.616;12.925;13.949;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.806;13.615;14.064;14.946;12.779;13.575;13.102;13.468;15.230;14.314;13.037;13.198;16.251;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.172;0.538;13.597;14.356;14.794;13.754;13.958;13.581;14.399;16.624;15.195;15.002;14.209;15.496;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.837;0.247;15.329;17.254;14.371;14.311;14.248;14.491;15.595;16.767;13.474;13.661;14.887;14.843;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.806;12.380;11.908;12.824;11.461;11.962;12.934;12.870;11.496;12.945;12.647;11.791;11.898;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.941;0.219;10.413;10.236;10.049;9.992;11.265;12.887;11.079;9.051;10.630;10.664;10.994;11.165;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.807;0.261;11.308;13.048;11.391;11.313;11.799;11.812;12.099;11.805;11.441;10.506;11.601;13.238;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.806;11.471;11.897;11.925;10.336;11.850;13.341;11.774;10.605;11.287;12.232;11.864;12.055;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.048;0.599;13.741;14.706;12.972;12.797;13.894;12.749;14.055;13.164;13.102;13.088;13.641;16.667;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.537;0.365;11.870;10.803;10.736;10.815;10.678;11.604;11.212;10.512;12.011;11.035;10.278;10.951;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.815;14.890;16.123;16.216;13.308;15.785;15.389;15.381;15.462;15.831;15.191;15.156;15.226;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.809;12.334;11.768;12.215;11.265;11.549;12.260;11.656;11.569;13.088;12.378;11.576;12.052;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.808;13.917;14.405;14.122;11.139;14.241;13.488;14.133;11.766;13.463;14.321;13.654;13.323;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.574;0.340;11.921;12.979;14.419;12.468;14.201;13.089;12.768;12.988;13.101;14.043;11.895;13.828;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.801;0.258;10.268;10.909;9.384;10.184;10.261;13.989;10.519;10.414;11.150;10.290;9.562;9.633;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.405;0.431;12.496;12.049;12.536;11.097;11.241;13.338;11.547;12.393;12.134;11.559;11.385;10.692;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.078;0.166;13.121;11.556;13.061;12.129;11.222;11.972;12.068;13.728;11.959;11.052;11.945;11.965;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.551;0.365;10.947;11.637;11.893;10.891;10.340;11.024;11.301;12.031;11.607;10.867;11.559;11.932;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.803;14.174;14.087;13.054;11.310;14.195;13.326;13.681;11.529;13.981;14.280;13.749;14.251;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.806;11.680;10.308;10.713;9.646;10.363;11.469;10.006;11.762;10.937;10.230;9.860;9.974;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;2.969;0.008;15.785;18.544;19.048;17.376;17.053;17.355;17.604;14.407;16.559;18.047;16.545;16.743;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.813;12.557;13.060;12.845;11.120;12.512;12.820;12.260;12.376;13.279;11.888;11.745;12.352;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.351;0.122;10.412;11.722;12.609;11.763;12.040;13.352;12.371;12.837;12.947;11.788;11.648;12.991;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.709;0.291;12.768;12.451;12.577;11.127;10.418;11.938;11.384;12.831;13.259;11.167;11.138;12.598;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.080;0.569;12.348;12.391;13.369;11.388;13.637;13.456;12.159;12.799;12.184;13.090;11.759;11.308;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.013;0.614;15.725;15.034;15.358;14.722;15.020;19.036;14.709;16.551;15.484;15.190;15.060;17.152;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.101;0.568;11.776;11.616;11.635;11.031;11.387;11.691;11.604;12.621;11.043;11.852;10.930;10.981;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.805;11.194;11.093;11.726;10.068;10.465;10.861;10.339;10.100;10.727;10.794;10.921;10.999;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.710;0.303;11.156;13.018;12.896;11.773;11.799;11.674;12.779;12.054;12.914;12.285;11.064;13.013;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.808;12.308;11.654;13.364;11.109;11.811;11.549;13.219;13.673;13.063;11.670;11.248;14.237;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.899;0.050;11.737;11.301;13.633;13.063;11.478;11.164;11.414;13.361;12.962;12.873;11.333;12.861;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;3.747;0.002;11.803;13.789;15.320;15.499;12.162;11.752;14.906;15.350;14.933;14.116;13.911;13.204;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.117;0.165;17.611;16.690;14.231;15.348;16.751;15.920;15.404;15.189;14.617;15.374;15.917;16.520;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.171;0.541;16.374;13.706;14.882;12.579;13.292;13.362;13.292;16.144;13.529;12.831;12.986;12.408;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.812;11.608;11.669;11.621;10.446;11.841;12.249;11.400;11.142;12.198;10.914;10.824;10.970;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.020;0.192;14.645;16.958;13.557;11.858;13.733;13.487;13.398;10.837;14.028;14.017;12.780;14.835;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.133;0.159;15.746;15.864;14.494;13.919;12.983;14.817;13.858;12.786;14.007;13.302;13.548;13.347;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.586;0.345;11.567;11.417;11.791;11.007;10.852;11.617;11.553;12.219;10.421;11.775;11.189;10.951;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;2.016;0.038;16.226;11.480;13.885;13.496;13.361;13.820;12.361;16.404;12.583;12.821;14.160;12.068;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.526;0.097;11.908;12.369;13.211;12.964;12.290;11.439;11.760;12.234;12.893;12.532;12.062;12.862;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.205;0.517;13.830;14.762;13.897;12.443;15.323;17.261;15.002;12.238;14.711;12.465;12.590;15.050;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.665;0.074;10.665;11.451;9.625;11.290;10.944;13.880;11.067;12.928;11.219;11.753;11.198;10.422;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.425;0.104;18.673;19.777;17.271;17.809;20.902;21.169;17.438;18.842;18.326;19.030;16.384;18.122;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.814;15.301;13.929;17.129;12.527;14.902;15.716;14.512;15.748;16.497;13.900;14.021;13.998;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.992;0.194;12.524;12.743;12.070;10.701;13.633;14.700;13.029;9.709;13.053;11.473;11.649;13.186;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.808;13.870;13.807;14.585;11.794;14.332;15.955;13.790;12.798;14.511;12.073;12.415;13.911;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.027;0.599;15.695;14.502;16.402;14.528;16.064;17.696;14.718;15.670;15.553;14.832;15.144;16.087;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.810;13.444;12.523;11.636;11.482;12.786;12.781;12.157;12.684;12.541;13.073;11.573;11.844;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.673;0.304;15.638;12.086;14.451;12.616;12.412;12.014;13.694;14.295;11.942;12.066;13.167;14.045;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.807;11.040;11.339;12.400;9.986;10.924;11.792;11.057;11.969;12.565;11.347;10.452;11.145;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.889;0.229;11.356;11.311;10.464;11.353;11.532;12.231;10.637;12.022;11.088;11.356;11.171;10.759;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.514;0.379;12.075;11.571;11.123;10.599;10.857;11.773;11.589;11.185;12.426;11.513;10.085;11.225;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.808;14.410;11.421;12.513;10.833;12.614;14.592;11.975;12.799;12.990;11.700;11.722;11.306;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;1.374;0.118;12.650;11.416;13.717;12.790;13.040;12.686;13.582;14.236;12.542;12.062;13.534;11.766;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.818;13.145;12.964;14.082;12.775;14.001;16.471;14.273;14.534;14.441;14.076;13.877;16.450;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.811;10.049;10.304;11.294;9.365;11.713;14.808;10.752;11.333;11.572;10.668;9.778;10.665;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.814;12.655;12.814;13.221;11.190;11.617;12.141;12.597;14.034;12.532;11.726;11.748;11.519;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.609;0.331;11.148;10.564;11.433;11.020;10.651;11.194;10.411;10.799;11.235;11.018;10.501;11.297;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.812;10.746;10.276;10.689;9.576;10.377;10.795;10.930;10.372;10.887;10.561;9.929;10.814;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.665;0.313;12.600;12.717;14.428;12.368;11.780;12.117;11.703;13.375;13.317;12.160;11.834;12.641;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.812;15.741;14.226;15.459;13.102;14.499;17.270;14.749;13.710;15.249;15.165;15.079;16.081;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.301;0.467;10.406;12.081;12.944;10.707;11.857;13.326;12.134;11.600;12.910;12.040;11.583;12.559;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.000;0.807;14.685;14.784;12.419;10.652;12.274;11.869;12.351;11.603;12.899;13.190;11.009;12.468;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;2.732;0.014;16.762;17.266;13.097;15.659;12.927;13.626;14.327;15.435;13.729;14.117;13.749;14.470;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
4/;4;0.538;0.367;16.649;14.153;14.365;14.691;15.563;16.876;14.157;15.002;16.276;14.506;15.798;15.442;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
