31/10/2022 16:02:54 :
        Data file: C:\Users\rchen2\Documents\Black Grouse PhD\GitHub\blackgrouse-hunting\data\cleandata\Microsat.females.noLOCUS1+13.fstat.dat
        Used loci:  Loc_1 Loc_2 Loc_3 Loc_4 Loc_5 Loc_7 Loc_8 Loc_9 Loc_10 Loc_11
        Detection of first generation migrants
        Likelihood ratio L_home / L_max
        Criterion: Rannala & Mountain (1997)
        Number of simulated individuals: 1000
        Simulation algorithm: Paetkau et al. (2004)
        Threshold (p-value): 0.01
        Starting computation
31/10/2022 16:02:54 - 13 individuals with a probability below 0.01
31/10/2022 16:02:55 - Computation terminated. Duration: 13341.390 s
;;;;1;2;3;4;5;6;7;8;9;10;11;12;Nb. of loci;Used loci;Missing loci
1/;1;0.576;0.341;12.940;13.138;13.455;13.324;12.364;13.500;16.530;12.764;15.386;14.365;13.523;13.971;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.556;0.358;14.856;14.405;16.434;14.300;14.861;15.377;15.352;17.206;15.736;14.683;14.536;14.547;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.830;11.766;12.145;13.908;11.947;12.456;13.532;16.585;12.680;16.225;12.315;12.526;13.333;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.637;0.316;12.523;12.975;13.675;12.657;12.838;14.323;11.886;14.344;14.753;13.578;15.996;13.533;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.565;0.345;11.468;10.955;12.492;12.223;11.961;14.410;15.879;11.536;12.817;10.903;11.319;14.291;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.269;0.505;11.186;11.572;13.637;10.925;11.445;11.620;15.291;12.387;13.226;11.915;10.916;12.332;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.620;0.057;13.315;13.106;13.966;11.938;12.481;13.811;14.051;12.984;13.871;12.060;11.695;13.699;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.052;0.156;13.536;14.436;15.206;12.484;14.036;12.689;17.073;14.335;16.077;13.707;14.100;14.779;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.585;0.341;12.255;12.415;12.266;11.670;12.114;12.009;12.392;12.700;12.725;12.926;11.678;13.930;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.134;0.579;10.433;11.804;13.139;11.446;10.299;11.298;14.035;11.822;13.369;11.327;11.279;12.207;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.218;0.534;10.937;10.857;15.078;10.720;11.368;11.699;15.803;11.494;13.625;10.937;11.119;12.017;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.827;10.180;10.919;13.761;11.014;10.652;10.760;16.405;12.634;13.812;11.355;11.117;11.662;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.070;0.151;13.119;13.180;14.664;13.276;12.049;13.076;15.720;13.830;15.832;12.806;12.324;13.125;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.251;0.115;14.864;13.625;19.980;13.921;13.612;15.206;19.090;14.612;15.417;14.691;14.214;17.063;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.827;12.318;13.726;15.216;12.919;12.888;13.342;16.502;15.999;15.468;13.471;14.593;13.847;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.841;0.228;13.970;13.386;13.708;13.745;13.129;15.247;13.343;17.114;14.790;15.864;15.181;14.024;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.332;0.098;13.698;13.586;13.985;12.367;14.268;15.090;15.491;14.518;15.334;14.124;12.580;16.742;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;2.625;0.008;13.540;12.240;14.072;11.942;13.916;12.619;15.552;10.915;11.797;12.125;11.590;13.536;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.161;0.566;12.604;12.443;18.547;12.934;13.598;14.107;16.844;15.841;17.218;13.070;13.682;14.461;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.822;11.645;12.474;14.328;11.761;11.996;13.928;17.210;14.842;13.509;12.399;11.947;14.008;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.204;0.544;15.473;16.446;18.140;15.626;15.503;17.245;19.101;17.223;17.340;15.269;17.657;17.542;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.338;0.469;12.636;12.736;14.149;12.298;12.774;12.954;15.960;12.900;16.727;12.991;12.359;13.650;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.325;0.477;11.463;11.287;12.857;11.138;11.700;12.917;11.858;13.996;14.320;11.682;12.091;13.340;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.202;0.546;10.884;10.682;12.002;11.551;11.895;12.114;11.947;12.707;12.159;10.917;11.324;11.517;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.449;0.408;13.618;15.537;17.771;15.572;15.625;15.672;14.715;13.169;14.809;15.567;15.902;13.313;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.815;0.240;13.463;14.541;15.581;13.573;12.649;12.895;16.551;13.810;14.225;14.261;13.009;14.123;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.989;0.179;11.545;11.070;13.227;10.817;12.058;12.297;13.798;10.556;11.303;10.596;10.649;12.835;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.012;0.641;10.637;11.575;13.423;11.387;10.625;12.077;15.657;11.385;13.586;11.435;10.881;11.772;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.858;0.221;12.672;12.954;15.293;13.890;13.648;13.109;16.494;11.839;14.061;12.820;13.609;11.813;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.498;0.383;13.803;13.512;15.476;13.311;14.370;14.653;13.488;13.817;15.926;13.305;13.358;14.667;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.049;0.160;13.176;12.877;16.436;12.648;12.620;12.127;14.191;13.670;13.731;12.728;12.312;13.231;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.329;0.476;12.221;12.942;13.884;12.705;12.757;11.892;15.650;12.227;12.688;12.941;12.137;13.422;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.823;10.349;11.244;14.063;10.514;10.635;10.811;15.949;12.620;13.041;11.027;10.878;11.660;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.417;0.424;11.277;11.608;13.208;10.860;11.410;11.308;11.895;13.116;13.220;11.268;11.231;11.936;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.171;0.561;13.205;13.304;15.766;13.677;13.034;13.908;15.357;15.435;13.105;13.203;13.391;14.729;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.314;0.479;12.021;12.774;15.205;11.821;12.123;12.418;16.200;12.490;13.972;13.099;11.707;12.516;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.627;0.313;13.044;14.414;13.137;13.731;14.265;14.591;12.417;13.507;12.765;14.364;14.281;14.186;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.828;12.101;13.415;14.397;13.359;12.637;14.240;18.219;15.582;14.256;13.444;12.816;12.171;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.919;0.203;11.486;11.581;14.057;11.227;10.567;11.180;15.658;13.521;11.505;11.191;10.750;11.900;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.233;0.538;11.105;12.005;14.566;11.270;11.555;12.674;17.138;14.604;10.872;11.194;11.287;14.476;8 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_10  ; Loc_9  Loc_11  
1/;1;0.024;0.634;10.543;10.916;12.595;11.751;10.807;11.558;15.756;12.607;14.151;10.519;13.008;13.002;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.748;0.264;11.960;11.213;12.269;12.139;11.708;12.560;17.407;12.358;14.985;11.884;11.398;14.687;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.251;0.115;14.864;13.625;19.980;13.921;13.612;15.206;19.090;14.612;15.417;14.691;14.214;17.063;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.830;12.025;11.281;11.566;11.935;11.335;13.008;12.545;11.375;12.327;12.343;12.204;11.569;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.577;0.344;11.577;11.896;12.085;11.986;11.807;13.372;14.428;11.898;12.171;11.318;11.882;13.549;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.892;0.215;11.186;11.297;13.343;10.405;11.044;11.489;13.268;10.765;14.135;11.495;11.091;12.545;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.929;0.193;15.732;15.133;18.261;14.928;15.387;15.283;16.889;17.412;14.204;14.224;14.457;17.801;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.829;0.236;12.732;12.305;15.303;11.833;13.389;13.102;15.808;12.264;13.566;12.143;11.476;12.359;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.835;14.726;14.314;16.002;16.465;17.587;15.866;17.621;17.008;15.728;15.371;16.342;15.646;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.446;0.420;11.991;12.236;15.637;12.625;12.520;14.170;15.389;14.700;14.185;11.790;12.446;13.968;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.050;0.165;11.929;12.440;16.155;12.462;12.856;12.380;12.314;11.390;13.334;11.817;12.091;12.576;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.188;0.555;12.676;12.864;14.947;13.770;13.532;14.689;18.250;15.622;14.521;12.969;12.774;17.310;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.685;0.296;13.789;13.098;14.352;13.997;14.011;15.228;13.340;14.053;12.807;12.413;13.838;14.432;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.834;13.141;11.778;15.331;12.538;12.487;13.615;14.098;13.500;14.096;12.126;12.771;13.828;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;11.769;11.181;15.075;11.379;11.928;13.638;15.327;11.837;13.126;11.616;12.116;14.685;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.285;0.111;14.601;14.360;16.128;13.263;15.119;13.865;14.810;17.088;13.075;14.227;14.142;15.337;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;10.194;8.956;10.644;10.307;10.107;10.540;10.456;10.604;10.053;10.100;9.996;10.752;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.836;10.756;10.159;11.080;10.997;10.890;11.113;14.604;10.233;12.060;10.336;10.457;12.169;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.218;0.534;11.524;11.742;13.814;11.838;12.062;13.370;15.425;12.622;12.593;11.791;12.251;13.576;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.555;0.358;12.659;12.422;14.109;12.737;12.592;11.870;19.195;13.185;11.868;12.151;12.729;13.509;9 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_9  Loc_10  Loc_11  ; Loc_8  
2/;2;0.053;0.634;12.085;12.046;11.993;11.994;12.073;12.959;15.622;12.231;12.559;12.764;12.790;13.156;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.711;0.289;13.534;12.970;15.973;13.341;12.733;12.804;15.428;15.953;14.331;12.560;12.259;14.449;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.701;0.296;13.875;13.141;13.639;13.113;14.016;12.538;16.359;14.327;13.039;12.508;13.087;12.440;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;11.609;11.320;15.676;11.917;11.325;12.211;12.857;12.122;15.184;11.468;11.385;12.984;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.777;0.260;10.792;10.703;11.883;10.660;11.311;11.248;11.349;9.926;11.454;11.364;10.880;12.171;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;14.624;13.951;15.641;16.562;16.517;15.406;18.946;15.597;17.360;15.362;17.542;16.726;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.572;0.354;11.764;12.160;12.684;11.883;12.389;12.613;14.014;14.163;12.401;12.426;12.580;11.588;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.728;0.047;11.938;13.315;15.075;14.221;11.597;13.813;14.518;14.565;14.714;14.017;12.801;11.587;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.137;0.140;13.729;12.682;12.391;12.645;12.279;11.544;12.206;11.784;12.791;12.628;12.323;13.497;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;13.294;12.379;17.918;13.825;12.765;12.853;16.038;16.753;16.011;12.639;13.191;14.957;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.353;0.471;11.878;11.132;13.038;11.373;11.067;11.993;13.028;10.851;11.706;10.780;11.287;11.713;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.273;0.515;10.176;9.383;9.686;10.329;9.918;10.856;10.706;9.111;10.313;9.546;9.748;10.453;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.287;0.104;13.522;14.808;16.808;15.495;14.411;14.083;15.901;15.179;15.567;15.206;13.736;15.293;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.263;0.519;10.245;9.572;9.309;10.417;9.888;11.063;10.126;10.149;9.447;9.735;9.766;10.303;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.654;0.309;13.904;13.085;17.108;15.090;14.839;14.285;12.739;14.573;14.770;13.667;15.065;12.431;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.138;0.595;13.420;12.370;15.136;13.615;13.462;13.737;12.885;12.946;14.363;13.153;14.184;12.231;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.945;0.190;12.147;11.557;12.521;11.855;11.848;10.612;15.135;13.845;11.254;10.825;11.378;13.218;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.432;0.422;11.548;10.779;10.346;12.082;11.458;13.652;12.427;10.364;11.944;10.774;11.156;11.321;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.026;0.179;10.122;10.342;12.414;10.189;9.695;10.252;9.772;9.744;10.096;10.398;10.300;9.316;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.364;0.461;8.948;9.082;9.614;9.381;9.022;9.562;11.939;9.271;9.241;9.255;8.718;10.667;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.042;0.641;12.488;12.530;17.860;13.301;12.530;13.846;17.531;14.720;14.502;13.138;12.736;14.223;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.388;0.452;13.602;13.557;15.928;14.067;14.054;15.842;15.043;14.104;13.883;13.169;13.780;16.072;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.925;0.035;13.765;13.441;11.516;13.868;14.006;15.700;16.014;13.750;13.753;13.249;13.774;15.047;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.831;12.971;11.766;12.415;12.281;13.304;11.939;15.602;12.885;11.906;12.396;12.113;13.337;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.925;0.204;12.745;12.697;14.085;11.772;12.430;14.955;15.853;14.328;12.394;12.721;13.264;15.214;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.436;0.421;9.993;10.428;12.849;10.069;10.496;10.349;14.965;13.346;12.633;10.482;10.075;11.062;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.290;0.503;12.857;11.941;11.757;11.895;11.825;11.651;15.980;11.974;12.877;11.878;11.786;14.540;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.006;0.173;11.645;12.650;16.789;12.071;12.250;14.201;13.667;13.287;14.393;12.644;12.569;13.313;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;12.629;12.241;14.944;12.905;14.003;13.369;15.401;13.110;13.456;12.434;12.935;13.825;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.915;0.205;11.564;11.681;13.312;11.689;11.844;11.933;14.787;14.579;10.766;12.280;11.377;12.440;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.319;0.105;13.652;13.608;12.289;15.317;13.438;14.883;15.774;17.198;13.800;16.294;14.149;14.465;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.986;0.184;11.429;10.799;10.792;11.368;11.299;12.790;9.812;10.789;12.277;10.630;11.449;10.455;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.018;0.662;17.056;14.433;14.415;15.926;15.558;17.284;15.711;16.542;15.527;14.606;17.253;17.244;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.530;0.376;12.782;10.981;11.506;10.505;10.451;10.873;11.712;13.729;11.866;11.000;11.120;11.066;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.281;0.509;11.066;10.363;13.270;10.588;10.082;11.141;12.125;10.339;10.824;10.936;10.569;11.141;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.291;0.509;13.698;12.972;14.745;13.953;13.213;15.259;19.126;14.829;13.550;13.168;12.681;18.111;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.797;0.251;11.425;11.121;13.423;10.502;10.324;10.832;11.176;12.210;12.917;10.891;10.337;12.012;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.160;0.575;16.284;13.983;15.660;15.693;14.716;16.124;21.007;17.052;13.823;15.009;15.662;16.972;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.830;19.487;16.152;19.063;18.145;17.748;19.128;22.103;20.971;18.359;16.247;19.051;22.493;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;3.722;0.001;15.404;18.477;18.783;14.756;18.197;16.612;17.386;16.655;18.497;16.648;17.573;17.521;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.165;0.133;14.357;15.357;15.408;14.192;14.216;16.226;19.185;15.450;17.399;15.151;15.648;15.928;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.390;0.087;11.490;11.889;10.499;13.507;11.461;13.991;14.530;13.844;11.865;12.864;11.874;12.253;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;18.753;17.083;20.374;19.924;20.730;19.340;19.404;18.702;17.901;19.157;19.747;21.939;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.515;0.377;9.562;10.078;13.394;10.309;10.499;11.030;12.374;10.205;11.630;10.200;10.030;9.951;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.829;12.023;11.110;16.228;11.965;12.339;12.094;12.265;12.618;13.994;11.876;11.820;13.166;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
