20/10/2022 17:11:11 :
        Data file: C:\Users\rchen2\Documents\Black Grouse PhD\GitHub\blackgrouse-hunting\data\cleandata\Microsat.adults.noLOCUS1+13.fstat.dat
        Used loci:  Loc_1 Loc_2 Loc_3 Loc_4 Loc_5 Loc_6 Loc_8 Loc_9 Loc_10 Loc_11 Loc_12
        Detection of first generation migrants
        Likelihood ratio L_home / L_max
        Criterion: Rannala & Mountain (1997)
        Number of simulated individuals: 1000
        Simulation algorithm: Paetkau et al. (2004)
        Threshold (p-value): 0.01
        Starting computation
20/10/2022 17:11:11 - 27 individuals with a probability below 0.01
20/10/2022 17:11:13 - Computation terminated. Duration: 20804.360 s
;;;;1;2;3;4;5;6;7;8;9;10;11;12;Nb. of loci;Used loci;Missing loci
2/;2;0.258;0.492;12.186;11.768;11.980;11.510;11.759;13.310;12.634;11.870;12.989;11.595;11.639;12.639;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.323;0.456;15.045;14.706;15.983;14.567;15.979;16.406;14.616;15.357;14.383;14.637;14.819;14.490;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;1.396;0.061;16.006;16.861;18.312;16.781;16.243;17.211;16.990;17.175;15.464;17.395;16.110;18.002;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.132;0.574;12.776;12.492;13.389;12.831;13.004;13.867;13.349;12.455;12.755;12.360;12.779;13.248;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;1.173;0.108;13.135;12.783;11.610;12.322;12.694;13.390;12.365;13.280;13.067;13.009;12.617;12.505;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.640;0.287;14.795;14.459;15.576;13.819;14.911;15.770;14.925;14.501;14.774;14.330;14.145;14.979;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;1.249;0.085;12.658;13.842;12.958;13.232;12.593;13.272;13.346;12.781;12.813;12.715;12.665;14.256;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.315;0.450;13.116;13.027;15.025;13.977;12.712;14.099;14.169;14.009;15.652;13.561;13.709;14.316;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.501;0.361;15.251;13.051;16.729;13.491;13.833;16.252;14.659;13.974;17.334;12.550;16.303;15.477;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.013;0.631;13.285;12.683;13.197;12.743;14.114;14.715;13.367;13.559;13.497;12.670;13.211;13.303;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.434;0.397;13.984;13.722;14.148;13.571;13.288;14.340;14.432;14.551;14.323;14.925;13.815;14.464;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;1.192;0.096;13.057;13.385;13.019;12.532;12.193;12.924;13.250;13.590;13.363;12.736;12.415;12.543;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.351;0.436;15.219;14.185;18.476;14.916;13.834;14.019;15.143;15.540;15.740;14.804;15.360;15.249;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.980;0.157;13.510;12.864;14.527;12.104;12.589;11.884;13.429;12.430;12.545;12.865;12.112;13.470;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.335;0.447;11.837;11.299;11.910;11.770;10.964;11.265;11.023;12.067;11.975;11.669;11.444;11.071;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.223;0.511;12.966;12.491;12.735;13.213;12.708;14.211;13.384;13.044;13.501;12.644;12.268;12.894;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.656;0.279;12.433;12.898;12.690;12.750;12.898;13.159;13.356;12.946;13.334;13.434;12.242;12.846;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.651;0.277;16.480;15.343;15.264;16.104;16.109;17.612;17.336;16.683;14.693;14.696;16.521;16.303;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;1.399;0.062;14.419;14.677;14.643;13.437;13.519;13.469;13.952;14.106;14.352;13.588;13.278;14.184;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.168;0.545;10.634;10.360;10.505;10.192;10.343;11.311;11.283;10.950;11.660;10.736;10.705;10.675;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.733;0.238;14.741;15.140;16.188;14.993;14.896;14.989;16.367;15.623;15.180;14.542;15.688;14.407;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.350;0.445;12.298;11.830;13.204;11.480;12.120;12.158;12.733;11.619;11.713;11.980;12.279;12.450;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.000;0.825;12.034;10.898;13.351;11.582;11.848;12.447;12.588;12.017;12.795;11.516;11.460;12.096;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.000;0.818;15.762;14.938;18.591;15.223;15.813;15.089;16.762;16.031;15.985;15.082;15.693;16.025;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.931;0.168;14.775;14.773;14.819;14.392;13.842;15.397;15.002;15.565;14.912;14.381;14.038;15.015;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;3.324;0.001;20.086;17.909;16.666;19.066;19.343;18.356;17.513;19.471;17.227;17.402;19.318;14.586;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.000;0.812;14.792;14.012;15.507;14.646;15.933;15.863;15.142;15.725;14.883;14.453;15.250;15.220;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.670;0.271;13.614;13.176;15.970;12.816;13.170;13.567;13.532;12.506;15.261;13.168;13.815;14.487;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.923;0.166;11.100;11.284;11.098;11.117;11.373;10.741;11.154;12.571;10.361;11.305;11.240;11.761;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.211;0.528;14.498;13.750;15.048;13.919;13.539;15.334;13.807;14.060;16.793;13.576;14.201;13.894;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.260;0.488;14.933;14.320;15.008;15.092;15.658;16.183;14.216;14.867;14.513;14.957;15.790;14.060;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.000;0.817;15.021;14.467;14.642;15.785;14.840;15.726;16.875;16.943;15.334;15.057;14.795;15.730;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.016;0.624;15.101;13.828;16.926;15.354;13.813;14.733;15.605;15.856;14.050;14.830;14.675;14.445;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.383;0.418;15.547;14.350;15.526;14.838;13.967;15.303;14.767;14.771;16.141;14.448;15.099;15.535;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
2/;2;0.756;0.233;15.466;12.996;13.880;13.077;12.240;12.933;13.058;14.068;13.199;13.131;13.566;14.016;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.782;14.002;14.787;12.557;13.094;14.506;15.202;13.131;14.403;13.197;13.908;13.177;13.357;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.509;0.377;13.457;13.735;13.270;13.140;13.390;13.608;14.127;14.706;13.188;13.107;12.761;14.633;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.479;0.413;12.149;12.086;12.061;11.679;11.583;12.218;11.621;12.074;11.651;12.028;11.862;12.066;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.778;13.445;12.070;11.273;12.103;12.170;12.830;11.676;12.557;11.366;12.353;12.216;12.622;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.546;0.373;17.039;20.201;17.585;19.830;18.808;19.326;17.827;18.958;19.262;20.022;18.192;18.408;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.735;0.329;16.944;15.719;15.964;16.546;15.309;15.229;15.947;15.934;15.797;15.677;16.177;16.325;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.715;0.334;17.229;19.138;15.809;18.238;16.793;16.035;15.567;15.489;17.528;17.255;16.468;15.094;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.783;17.152;17.933;15.599;16.620;18.001;20.290;16.268;17.732;17.101;18.387;17.551;15.812;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.981;0.277;12.921;13.630;12.813;11.832;12.333;13.030;11.936;12.628;13.067;12.372;12.648;12.922;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.801;15.676;15.610;12.860;14.671;15.912;16.813;15.944;14.722;15.087;14.936;14.807;15.359;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.952;0.096;13.507;13.468;14.221;13.113;13.531;14.131;13.701;12.269;13.154;12.466;12.299;13.955;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.414;0.404;16.046;14.875;14.352;14.983;14.761;15.284;13.938;15.351;15.174;14.779;14.351;14.264;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.771;11.944;11.551;11.303;12.077;12.335;13.040;12.296;11.709;11.789;11.863;12.296;12.462;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.397;0.429;13.780;15.536;12.887;14.834;13.670;14.375;14.284;15.267;14.338;15.848;15.056;12.490;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.777;12.280;11.779;10.081;11.490;11.973;12.469;12.849;11.444;11.275;11.127;11.527;12.467;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.770;13.621;13.597;13.392;13.722;14.490;16.069;13.989;13.965;14.097;13.546;14.175;13.919;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.354;0.441;11.636;12.692;11.990;12.491;11.657;12.044;12.887;12.254;12.618;12.506;11.916;12.129;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.628;0.128;14.781;14.047;15.432;14.949;14.912;14.334;15.342;15.550;13.816;13.804;14.758;13.907;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;2.882;0.027;15.672;15.031;17.241;15.899;16.836;16.455;16.524;15.636;16.347;15.076;16.154;14.359;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.796;13.896;14.483;11.774;13.994;13.895;17.410;13.306;15.380;14.687;14.859;14.429;12.832;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.409;0.161;12.136;12.607;13.193;12.745;11.783;12.262;12.175;13.941;13.306;12.599;12.442;12.075;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.714;0.337;12.197;12.653;12.808;13.532;12.368;12.094;13.577;14.148;12.232;12.241;12.526;13.879;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.496;0.377;12.392;13.996;12.887;13.920;13.232;16.222;14.536;15.948;13.988;15.000;13.511;13.134;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.390;0.181;12.712;12.163;13.394;12.004;12.877;14.987;12.868;14.517;13.347;13.217;12.955;12.211;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.041;0.543;14.168;15.069;13.503;13.462;14.399;13.932;13.503;14.238;13.802;14.359;13.918;14.671;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.253;0.210;15.225;14.421;15.674;14.438;14.559;15.354;15.953;16.748;14.595;14.430;14.791;15.153;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.503;0.145;13.585;12.900;14.011;13.804;13.107;12.508;13.318;13.558;13.213;13.529;13.368;12.785;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.777;13.547;13.574;12.275;13.769;12.533;13.253;15.171;14.622;12.327;13.454;13.067;13.673;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.778;20.118;18.643;16.991;19.759;18.002;17.559;17.113;19.972;18.238;19.330;20.176;17.220;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.683;0.323;12.809;14.000;13.492;12.984;13.605;14.340;13.667;14.530;13.962;13.709;12.908;13.709;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;2.586;0.043;17.028;20.192;18.532;19.318;18.616;19.928;15.946;17.050;18.048;20.133;18.469;17.146;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.634;0.360;10.650;10.654;10.688;10.394;10.055;10.699;10.582;10.903;10.447;10.447;10.521;10.437;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.799;15.306;14.426;13.206;14.588;14.520;14.793;14.089;13.728;14.013;14.388;14.534;13.838;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;2.419;0.055;14.746;14.803;16.126;14.810;15.548;15.470;13.914;16.544;14.475;16.007;14.986;13.706;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;3.279;0.017;16.311;15.320;16.387;14.559;16.279;17.830;17.120;16.745;15.744;13.108;14.286;15.939;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.790;15.611;14.997;12.834;15.528;15.720;17.778;14.985;16.184;15.035;14.592;15.404;14.938;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.993;0.250;16.870;17.044;14.894;15.284;15.573;13.901;15.727;17.540;14.240;17.159;15.640;15.742;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.796;13.956;13.767;12.367;14.250;13.488;14.791;13.524;13.799;13.777;13.318;13.524;13.308;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;2.000;0.097;14.207;14.003;15.357;13.456;14.481;13.910;14.514;13.534;13.357;13.818;13.641;15.627;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;3.009;0.028;13.194;12.810;15.132;13.203;13.529;12.123;13.670;13.461;12.330;12.707;13.084;13.939;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;3.077;0.026;15.878;15.323;16.886;17.684;14.820;14.055;15.597;18.089;13.809;17.174;15.080;16.079;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.424;0.427;13.979;14.232;14.211;14.606;14.702;16.213;15.323;14.381;14.596;13.788;14.455;16.892;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.358;0.188;11.963;11.283;12.403;11.559;11.688;11.045;12.230;12.013;11.704;11.049;11.605;11.329;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.396;0.174;14.375;13.697;15.081;14.714;13.684;14.045;14.335;14.611;14.632;15.114;14.243;14.564;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;1.897;0.103;13.557;12.629;14.203;13.315;13.548;15.446;12.550;13.716;14.030;13.347;13.423;12.306;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
3/;3;0.000;0.789;13.166;12.435;11.934;12.814;12.794;12.604;12.951;12.261;12.209;12.361;12.869;12.628;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.000;0.846;14.462;16.935;14.458;13.868;14.847;14.230;14.030;14.660;15.681;15.737;14.755;15.494;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  ; Loc_12  
4/;4;0.000;0.849;14.581;13.733;14.570;12.688;14.252;15.735;13.978;13.421;15.714;13.354;13.305;13.876;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  ; Loc_12  
4/;4;1.173;0.123;14.322;14.951;16.610;14.686;14.365;16.010;13.513;15.293;15.757;14.929;14.748;15.342;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  ; Loc_12  
4/;4;0.250;0.555;15.569;15.998;16.373;15.126;15.972;16.522;15.701;15.967;15.802;15.614;14.876;15.613;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;1.785;0.039;14.590;14.994;15.252;14.909;15.494;16.843;16.808;13.124;15.337;14.558;14.502;15.827;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.677;0.316;11.408;10.390;11.327;10.990;11.442;11.632;10.891;11.389;11.160;10.755;10.865;10.314;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;1.255;0.118;16.486;17.176;15.070;15.364;14.239;15.141;14.698;15.690;15.752;14.849;14.109;15.707;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.368;0.486;17.508;17.428;18.169;16.103;18.433;17.194;18.178;15.871;17.481;15.736;16.455;18.549;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.412;0.456;14.712;15.381;14.505;13.655;14.519;15.485;13.732;14.098;13.243;13.490;14.272;15.523;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.765;0.281;13.431;13.857;15.178;14.196;13.903;14.144;14.131;14.224;15.522;14.072;14.332;14.364;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.473;0.424;12.267;13.244;12.275;12.245;11.845;12.306;12.841;12.548;13.144;12.844;11.787;11.772;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.420;0.455;14.091;13.309;14.749;13.506;13.380;13.949;14.394;14.076;14.871;13.085;13.967;14.441;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.000;0.861;14.036;15.573;14.930;13.685;15.117;14.393;14.660;15.637;15.513;14.638;14.308;15.930;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.496;0.401;14.825;15.876;14.764;15.260;15.507;14.975;15.262;16.019;16.262;16.173;15.913;15.869;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.718;0.307;15.635;16.540;15.143;15.025;15.629;16.434;16.689;16.211;14.307;14.433;15.261;16.146;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.065;0.670;13.619;13.719;14.294;13.342;14.064;15.788;14.225;14.637;14.662;14.753;14.325;13.278;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.439;0.438;10.980;11.318;11.207;10.964;12.099;12.459;11.620;10.525;11.578;11.396;11.802;11.402;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.529;0.393;12.590;12.910;12.477;12.429;13.453;13.048;13.226;11.900;12.399;12.137;12.616;14.219;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
4/;4;0.145;0.622;12.065;13.048;12.917;11.652;12.673;13.341;12.540;11.507;12.673;12.848;12.783;12.554;11 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_6  Loc_8  Loc_9  Loc_10  Loc_11  Loc_12  ; 
