"","V1","V2","V3","V4","V5","V6","V7","V8"
"358","T36_7","10000","10000","36","-69502.9","-40753.2","57499.3","0.0382"
"359","T36_8","10000","10000","36","-90764.4","-41152.7","99223.4","0.0390"
"360","T36_9","10000","10000","36","-54523.0","-40913.4","27219.3","0.0383"
"361","T36_10","10000","10000","36","-48614.1","-40991.1","15246.0","0.0387"
"362","T37_1","10000","10000","37","-71153.8","-40596.9","61113.9","0.0379"
"363","T37_2","10000","10000","37","-43505.6","-40479.4","6052.4","0.0381"
"364","T37_3","10000","10000","37","-72644.4","-40656.9","63975.1","0.0381"
"365","T37_4","10000","10000","37","-57449.1","-40747.9","33402.4","0.0383"
"366","T37_5","10000","10000","37","-50513.9","-40669.1","19689.5","0.0380"
"367","T37_6","10000","10000","37","-45352.0","-41124.1","8455.9","0.0387"
"368","T37_7","10000","10000","37","-43562.8","-40510.8","6104.0","0.0380"
"369","T37_8","10000","10000","37","-48845.3","-40803.9","16082.8","0.0388"
"370","T37_9","10000","10000","37","-51466.0","-40386.2","22159.6","0.0376"
"371","T37_10","10000","10000","37","-44451.9","-40977.3","6949.2","0.0386"
"372","T38_1","10000","10000","38","-88359.7","-40831.9","95055.7","0.0390"
"373","T38_2","10000","10000","38","-52178.1","-40489.2","23377.7","0.0380"
"374","T38_3","10000","10000","38","-48650.7","-40679.7","15942.0","0.0379"
"375","T38_4","10000","10000","38","-75615.2","-40903.8","69422.8","0.0381"
"376","T38_5","10000","10000","38","-59065.7","-40546.1","37039.3","0.0379"
"377","T38_6","10000","10000","38","-43696.6","-40477.3","6438.6","0.0380"
"378","T38_7","10000","10000","38","-81339.8","-40727.4","81224.9","0.0381"
"379","T38_8","10000","10000","38","-64426.2","-40490.4","47871.7","0.0374"
"380","T38_9","10000","10000","38","-46037.5","-40674.2","10726.7","0.0387"
"381","T38_10","10000","10000","38","-72647.8","-40582.2","64131.3","0.0376"
"382","T39_1","10000","10000","39","-65701.8","-40870.0","49663.6","0.0383"
"383","T39_2","10000","10000","39","-92551.6","-41295.9","102511.3","0.0391"
"384","T39_3","10000","10000","39","-94869.9","-41216.6","107306.5","0.0385"
"385","T39_4","10000","10000","39","-49447.7","-40871.9","17151.7","0.0379"
"386","T39_5","10000","10000","39","-53856.7","-40521.2","26671.1","0.0381"
"387","T39_6","10000","10000","39","-55291.5","-40970.8","28641.3","0.0379"
"388","T39_7","10000","10000","39","-44020.3","-40357.7","7325.3","0.0377"
"389","T39_8","10000","10000","39","-52505.7","-40405.5","24200.6","0.0375"
"390","T39_9","10000","10000","39","-168473.1","-41729.7","253486.9","0.0398"
"391","T39_10","10000","10000","39","-99613.8","-40976.7","117274.1","0.0394"
"392","T40_1","10000","10000","40","-81261.0","-40872.1","80777.7","0.0384"
"393","T40_2","10000","10000","40","-46621.5","-40437.8","12367.6","0.0381"
"394","T40_3","10000","10000","40","-106318.6","-40376.3","131884.5","0.0377"
"395","T40_4","10000","10000","40","-44392.6","-40611.8","7561.5","0.0384"
"396","T40_5","10000","10000","40","-43768.1","-40619.3","6297.5","0.0379"
"397","T40_6","10000","10000","40","-52638.4","-40357.8","24561.3","0.0380"
"398","T40_7","10000","10000","40","-75165.4","-40647.5","69035.9","0.0382"
"399","T40_8","10000","10000","40","-46148.6","-40674.1","10949.1","0.0384"
"400","T40_9","10000","10000","40","-56652.3","-40628.1","32048.4","0.0380"
"401","T40_10","10000","10000","40","-48607.1","-40688.8","15836.6","0.0380"
"402","T41_1","10000","10000","41","-87737.8","-41105.6","93264.4","0.0387"
"403","T41_2","10000","10000","41","-82193.0","-40947.4","82491.3","0.0389"
"404","T41_3","10000","10000","41","-48698.0","-40198.0","16999.8","0.0376"
"405","T41_4","10000","10000","41","-78641.4","-40888.9","75505.1","0.0391"
"406","T41_5","10000","10000","41","-56047.9","-40759.3","30577.2","0.0386"
"407","T41_6","10000","10000","41","-54366.1","-40868.0","26996.2","0.0387"
"408","T41_7","10000","10000","41","-147870.4","-40944.2","213852.3","0.0390"
"409","T41_8","10000","10000","41","-44275.5","-40227.2","8096.6","0.0381"
"410","T41_9","10000","10000","41","-58478.4","-40590.8","35775.1","0.0383"
"411","T41_10","10000","10000","41","-44503.0","-40577.5","7851.0","0.0379"
"412","T42_1","10000","10000","42","-83615.8","-41132.2","84967.1","0.0383"
"413","T42_2","10000","10000","42","-95161.8","-40799.0","108725.7","0.0385"
"414","T42_3","10000","10000","42","-100812.7","-40914.9","119795.7","0.0397"
"415","T42_4","10000","10000","42","-55248.4","-40797.6","28901.7","0.0387"
"416","T42_5","10000","10000","42","-198775.1","-40665.0","316220.2","0.0386"
"417","T42_6","10000","10000","42","-77526.5","-40066.7","74919.6","0.0379"
"418","T42_7","10000","10000","42","-45976.5","-40163.1","11626.7","0.0380"
"419","T42_8","10000","10000","42","-53976.4","-40596.6","26759.5","0.0381"
"420","T42_9","10000","10000","42","-63907.2","-40655.9","46502.6","0.0385"
"421","T42_10","10000","10000","42","-73506.8","-40699.7","65614.1","0.0390"
"422","T43_1","10000","10000","43","-136748.5","-41557.6","190381.7","0.0423"
"423","T43_2","10000","10000","43","-61695.1","-40450.5","42489.2","0.0386"
"424","T43_3","10000","10000","43","-57304.8","-40397.5","33814.7","0.0383"
"425","T43_4","10000","10000","43","-53665.3","-40551.9","26226.8","0.0387"
"426","T43_5","10000","10000","43","-64626.2","-40198.5","48855.4","0.0382"
"427","T43_6","10000","10000","43","-115768.4","-40863.5","149809.7","0.0387"
"428","T43_7","10000","10000","43","-50056.3","-40081.2","19950.3","0.0387"
"429","T43_8","10000","10000","43","-44883.8","-40546.3","8675.2","0.0382"
"430","T43_9","10000","10000","43","-84813.4","-41012.4","87602.0","0.0394"
"431","T43_10","10000","10000","43","-116615.4","-40558.2","152114.4","0.0384"
"432","T44_1","10000","10000","44","-57859.8","-40200.0","35319.5","0.0386"
"433","T44_2","10000","10000","44","-100028.2","-41112.8","117830.9","0.0395"
"434","T44_3","10000","10000","44","-44248.8","-40144.1","8209.3","0.0382"
"435","T44_4","10000","10000","44","-159746.3","-40978.3","237536.1","0.0390"
"436","T44_5","10000","10000","44","-62112.0","-40195.4","43833.1","0.0375"
"437","T44_6","10000","10000","44","-48301.9","-40293.7","16016.3","0.0377"
"438","T44_7","10000","10000","44","-63631.7","-40021.3","47220.7","0.0379"
"439","T44_8","10000","10000","44","-84622.7","-40402.5","88440.3","0.0382"
"440","T44_9","10000","10000","44","-56269.8","-40391.5","31756.7","0.0381"
"441","T44_10","10000","10000","44","-45235.2","-39772.0","10926.3","0.0379"
"442","T45_1","10000","10000","45","-59243.1","-39997.7","38490.9","0.0373"
"443","T45_2","10000","10000","45","-78612.1","-39827.9","77568.3","0.0376"
"444","T45_3","10000","10000","45","-59476.6","-40564.7","37823.8","0.0390"
"445","T45_4","10000","10000","45","-66592.8","-40665.1","51855.4","0.0389"
"446","T45_5","10000","10000","45","-54992.8","-39919.3","30147.0","0.0378"
"447","T45_6","10000","10000","45","-207440.3","-40766.7","333347.3","0.0407"
"448","T45_7","10000","10000","45","-82453.4","-40922.1","83062.6","0.0394"
"449","T45_8","10000","10000","45","-98784.7","-40348.4","116872.5","0.0385"
"450","T45_9","10000","10000","45","-101689.4","-40546.5","122285.8","0.0411"
"451","T45_10","10000","10000","45","-186189.0","-41363.0","289652.0","0.0406"
"452","T46_1","10000","10000","46","-67982.1","-40009.9","55944.3","0.0381"
"453","T46_2","10000","10000","46","-52958.8","-40207.8","25501.9","0.0384"
"454","T46_3","10000","10000","46","-54630.0","-40138.1","28983.7","0.0381"
"455","T46_4","10000","10000","46","-44374.2","-39987.8","8772.8","0.0381"
"456","T46_5","10000","10000","46","-86204.8","-40520.2","91369.1","0.0388"
"457","T46_6","10000","10000","46","-66292.7","-40194.2","52197.0","0.0378"
"458","T46_7","10000","10000","46","-48916.4","-39976.6","17879.5","0.0377"
"459","T46_8","10000","10000","46","-85877.1","-40501.3","90751.6","0.0391"
"460","T46_9","10000","10000","46","-85877.1","-40501.3","90751.6","0.0391"
"461","T46_10","10000","10000","46","-93368.1","-40198.3","106339.6","0.0392"
"462","T47_1","10000","10000","47","-62161.4","-40355.1","43612.6","0.0385"
"463","T47_2","10000","10000","47","-56312.8","-39748.1","33129.4","0.0381"
"464","T47_3","10000","10000","47","-51877.3","-40106.3","23542.0","0.0379"
"465","T47_4","10000","10000","47","-101073.3","-40754.5","120637.6","0.0393"
"466","T47_5","10000","10000","47","-58358.8","-41049.8","34618.0","0.0389"
"467","T47_6","10000","10000","47","-76835.8","-40244.7","73182.3","0.0385"
"468","T47_7","10000","10000","47","-62015.8","-40409.7","43212.3","0.0380"
"469","T47_8","10000","10000","47","-145665.3","-40451.6","210427.3","0.0396"
"470","T47_9","10000","10000","47","-179881.6","-40834.1","278095.0","0.0395"
"471","T47_10","10000","10000","47","-66403.6","-40292.7","52221.7","0.0395"
"472","T48_1","10000","10000","48","-82487.2","-41250.5","82473.4","0.0404"
"473","T48_2","10000","10000","48","-176163.8","-40929.0","270469.6","0.0397"
"474","T48_3","10000","10000","48","-96572.9","-40617.9","111910.1","0.0398"
"475","T48_4","10000","10000","48","-49110.2","-40506.1","17208.3","0.0386"
"476","T48_5","10000","10000","48","-112471.0","-40039.0","144863.8","0.0385"
"477","T48_6","10000","10000","48","-48342.5","-40152.3","16380.3","0.0387"
"478","T48_7","10000","10000","48","-169845.7","-40469.9","258751.6","0.0393"
"479","T48_8","10000","10000","48","-63876.2","-40501.4","46749.6","0.0379"
"480","T48_9","10000","10000","48","-157620.5","-40813.5","233614.0","0.0391"
"481","T48_10","10000","10000","48","-132245.1","-40513.1","183464.0","0.0385"
"482","T49_1","10000","10000","49","-123888.5","-40016.6","167743.9","0.0387"
"483","T49_2","10000","10000","49","-88139.4","-40062.1","96154.6","0.0390"
"484","T49_3","10000","10000","49","-216541.3","-40958.0","351166.7","0.0404"
"485","T49_4","10000","10000","49","-45121.5","-40251.2","9740.7","0.0386"
"486","T49_5","10000","10000","49","-109179.4","-40232.6","137893.5","0.0394"
"487","T49_6","10000","10000","49","-55656.8","-40178.0","30957.6","0.0392"
"488","T49_7","10000","10000","49","-149931.9","-40273.0","219317.8","0.0404"
"489","T49_8","10000","10000","49","-326440.8","-40785.4","571310.9","0.0420"
"490","T49_9","10000","10000","49","-110585.3","-40242.5","140685.7","0.0394"
"491","T49_10","10000","10000","49","-104484.4","-39836.3","129296.2","0.0384"
"492","T50_1","10000","10000","50","-54868.9","-40003.6","29730.5","0.0385"
"493","T50_2","10000","10000","50","-85960.7","-40319.9","91281.6","0.0385"
"494","T50_3","10000","10000","50","-110059.7","-40754.0","138611.3","0.0402"
"495","T50_4","10000","10000","50","-455471.4","-40997.5","828947.8","0.0437"
"496","T50_5","10000","10000","50","-210315.2","-40267.5","340095.4","0.0390"
"497","T50_6","10000","10000","50","-47220.7","-40308.9","13823.7","0.0387"
"498","T50_7","10000","10000","50","-125778.0","-40651.3","170253.3","0.0400"
"499","T50_8","10000","10000","50","-65269.4","-40107.9","50323.1","0.0383"
"500","T50_9","10000","10000","50","-56223.6","-41149.2","30148.8","0.0392"
"501","T50_10","10000","10000","50","-58072.8","-40341.1","35463.4","0.0385"
"502","T51_1","10000","10000","51","-67698.6","-40033.5","55330.3","0.0391"
"503","T51_2","10000","10000","51","-379161.4","-41679.6","674963.5","0.0453"
"504","T51_3","10000","10000","51","-73215.5","-40919.1","64592.8","0.0398"
"505","T51_4","10000","10000","51","-196719.6","-40119.9","313199.3","0.0399"
"506","T51_5","10000","10000","51","-60492.6","-39756.3","41472.6","0.0385"
"507","T51_6","10000","10000","51","-97358.7","-40249.2","114219.1","0.0399"
"508","T51_7","10000","10000","51","-111009.9","-40167.4","141685.0","0.0398"
"509","T51_8","10000","10000","51","-179595.5","-40403.2","278384.8","0.0391"
"510","T51_9","10000","10000","51","-64541.2","-40125.3","48831.9","0.0389"
"511","T51_10","10000","10000","51","-98765.0","-40539.9","116450.1","0.0398"
"512","T52_1","10000","10000","52","-338199.3","-40313.1","595772.3","0.0414"
"513","T52_2","10000","10000","52","-82777.9","-40409.9","84736.1","0.0391"
"514","T52_3","10000","10000","52","-3597381.3","-48039.1","7098684.5","0.7275"
"515","T52_4","10000","10000","52","-175169.9","-40701.4","268937.1","0.0415"
"516","T52_5","10000","10000","52","-93265.8","-40069.7","106392.1","0.0389"
"517","T52_6","10000","10000","52","-141118.1","-40664.9","200906.4","0.0402"
"518","T52_7","10000","10000","52","-123275.9","-40224.6","166102.6","0.0405"
"519","T52_8","10000","10000","52","-74065.0","-39893.8","68342.6","0.0379"
"520","T52_9","10000","10000","52","-60509.5","-40297.7","40423.6","0.0393"
"521","T52_10","10000","10000","52","-76315.4","-40575.4","71479.9","0.0389"
"522","T53_1","10000","10000","53","-87333.9","-40512.6","93642.5","0.0393"
"523","T53_2","10000","10000","53","-296899.0","-41671.4","510455.2","0.0426"
"524","T53_3","10000","10000","53","-155950.5","-40622.1","230656.7","0.0400"
"525","T53_4","10000","10000","53","-93259.5","-39857.5","106804.0","0.0389"
"526","T53_5","10000","10000","53","-396117.9","-40629.3","710977.3","0.0426"
"527","T53_6","10000","10000","53","-293219.6","-40419.0","505601.2","0.0453"
"528","T53_7","10000","10000","53","-185150.8","-40273.3","289754.8","0.0416"
"529","T53_8","10000","10000","53","-189390.7","-40175.4","298430.6","0.0392"
"530","T53_9","10000","10000","53","-108525.7","-40683.0","135685.3","0.0396"
"531","T53_10","10000","10000","53","-152884.4","-40742.2","224284.4","0.0411"
"532","T54_1","10000","10000","54","-214390.8","-40109.3","348563.0","0.0397"
"533","T54_2","10000","10000","54","-109659.7","-40120.7","139078.1","0.0403"
"534","T54_3","10000","10000","54","-165326.8","-40178.2","250297.1","0.0409"
"535","T54_4","10000","10000","54","-1315941.2","-41031.6","2549819.2","0.0530"
"536","T54_5","10000","10000","54","-163439.1","-40325.4","246227.3","0.0425"
"537","T54_6","10000","10000","54","-1770719.4","-43253.3","3454932.2","0.0795"
"538","T54_7","10000","10000","54","-155549.1","-40384.7","230329.0","0.0399"
"539","T54_8","10000","10000","54","-155549.1","-40384.7","230329.0","0.0399"
"540","T54_9","10000","10000","54","-100256.2","-40070.2","120372.0","0.0396"
"541","T54_10","10000","10000","54","-58558.6","-39658.9","37799.5","0.0380"
"542","T55_1","10000","10000","55","-263700.2","-40525.0","446350.5","0.0417"
"543","T55_2","10000","10000","55","-174201.4","-40872.6","266657.7","0.0422"
"544","T55_3","10000","10000","55","-553493.3","-41145.7","1024695.1","0.0453"
"545","T55_4","10000","10000","55","-944866.0","-41573.3","1806585.4","0.0535"
"546","T55_5","10000","10000","55","-177622.3","-40361.8","274520.9","0.0409"
"547","T55_6","10000","10000","55","-255817.0","-39893.5","431846.9","0.0400"
"548","T55_7","10000","10000","55","-336495.2","-41290.7","590409.0","0.0438"
"549","T55_8","10000","10000","55","-163306.3","-40409.6","245793.3","0.0401"
"550","T55_9","10000","10000","55","-528499.6","-40599.3","975800.7","0.0451"
"551","T55_10","10000","10000","55","-169254.7","-40240.2","258029.1","0.0396"
"552","T56_1","10000","10000","56","-146391.6","-40823.8","211135.6","0.0421"
"553","T56_2","10000","10000","56","-116840.2","-39759.4","154161.6","0.0394"
"554","T56_3","10000","10000","56","-1195938.5","-40670.2","2310536.7","0.0506"
"555","T56_4","10000","10000","56","-247108.3","-40107.0","414002.5","0.0394"
"556","T56_5","10000","10000","56","-137113.9","-40205.3","193817.2","0.0391"
"557","T56_6","10000","10000","56","-69031.8","-39986.9","58089.7","0.0390"
"558","T56_7","10000","10000","56","-132366.5","-40787.4","183158.2","0.0397"
"559","T56_8","10000","10000","56","-660041.6","-41246.4","1237590.4","0.0505"
"560","T56_9","10000","10000","56","-143025.5","-40648.6","204753.8","0.0410"
"561","T56_10","10000","10000","56","-100195.2","-40017.5","120355.3","0.0395"
"562","T57_1","10000","10000","57","-188577.7","-41027.2","295101.0","0.0416"
"563","T57_2","10000","10000","57","-1882793.6","-42354.0","3680879.3","0.0689"
"564","T57_3","10000","10000","57","-119416.8","-40136.7","158560.2","0.0397"
"565","T57_4","10000","10000","57","-4445294.2","-46709.3","8797169.8","0.3401"
"566","T57_5","10000","10000","57","-105903.9","-39505.6","132796.6","0.0393"
"567","T57_6","10000","10000","57","-318345.0","-40216.2","556257.6","0.0416"
"568","T57_7","10000","10000","57","-990040.8","-42452.1","1895177.4","0.0569"
"569","T57_8","10000","10000","57","-121279.5","-40515.7","161527.5","0.0401"
"570","T57_9","10000","10000","57","-94738.1","-40867.2","107742.0","0.0398"
"571","T57_10","10000","10000","57","-160233.5","-39818.4","240830.2","0.0388"
"572","T58_1","10000","10000","58","-500024.5","-41012.0","918024.8","0.0472"
"573","T58_2","10000","10000","58","-457865.4","-41097.7","833535.5","0.0439"
"574","T58_3","10000","10000","58","-464206.8","-40761.2","846891.2","0.0460"
"575","T58_4","10000","10000","58","-3724582.5","-45852.9","7357459.3","0.2017"
"576","T58_5","10000","10000","58","-138473.1","-39807.7","197330.8","0.0392"
"577","T58_6","10000","10000","58","-2946544.3","-42840.3","5807408.0","0.0843"
"578","T58_7","10000","10000","58","-1047768.6","-40574.4","2014388.4","0.0500"
"579","T58_8","10000","10000","58","-110760.3","-39739.6","142041.3","0.0406"
"580","T58_9","10000","10000","58","-770826.2","-41147.6","1459357.1","0.0472"
"581","T58_10","10000","10000","58","-641810.9","-41980.1","1199661.5","0.0495"
"582","T59_1","10000","10000","59","-489305.4","-41642.2","895326.4","0.0475"
"583","T59_2","10000","10000","59","-277754.9","-41245.4","473019.0","0.0439"
"584","T59_3","10000","10000","59","-119196.3","-39422.2","159548.3","0.0401"
"585","T59_4","10000","10000","59","-2359333.1","-42344.0","4633978.3","0.0695"
"586","T59_5","10000","10000","59","-286850.0","-40554.8","492590.4","0.0439"
"587","T59_6","10000","10000","59","-1499975.4","-42115.2","2915720.4","0.0590"
"588","T59_7","10000","10000","59","-532833.7","-41083.2","983501.1","0.0456"
"589","T59_8","10000","10000","59","-678264.8","-40448.8","1275632.1","0.0457"
"590","T59_9","10000","10000","59","-635121.9","-41334.3","1187575.3","0.0447"
"591","T59_10","10000","10000","59","-120069.5","-39927.8","160283.3","0.0397"
"592","T60_1","10000","10000","60","-4648550.0","-46391.3","9204317.4","0.3139"
"593","T60_2","10000","10000","60","-396119.6","-40764.0","710711.3","0.0442"
"594","T60_3","10000","10000","60","-50521.5","-50392.6","257.8","3.0262"
"595","T60_4","10000","10000","60","-254527.4","-40179.0","428696.8","0.0420"
"596","T60_5","10000","10000","60","-475616.9","-41201.3","868831.2","0.0476"
"597","T60_6","10000","10000","60","-230122.8","-40464.1","379317.3","0.0420"
"598","T60_7","10000","10000","60","-508021.1","-40368.7","935304.8","0.0439"
"599","T60_8","10000","10000","60","-94339.8","-39328.0","110023.4","0.0389"
"600","T60_9","10000","10000","60","-405635.7","-41508.4","728254.7","0.0443"
"601","T60_10","10000","10000","60","-50564.9","-50379.8","370.1","2.4530"
"602","T61_1","10000","10000","61","-1988818.2","-42759.3","3892117.8","0.0772"
"603","T61_2","10000","10000","61","-1313867.7","-41611.7","2544512.1","0.0532"
"604","T61_3","10000","10000","61","-1120574.1","-40819.2","2159509.8","0.0533"
"605","T61_4","10000","10000","61","-1393979.9","-42198.1","2703563.7","0.0662"
"606","T61_5","10000","10000","61","-2285986.7","-43275.7","4485421.9","0.0829"
"607","T61_6","10000","10000","61","-2651504.1","-42038.6","5218930.9","0.0746"
"608","T61_7","10000","10000","61","-326000.3","-41656.8","568687.0","0.0454"
"609","T61_8","10000","10000","61","-415729.3","-41100.9","749256.8","0.0466"
"610","T61_9","10000","10000","61","-1025179.5","-41413.3","1967532.4","0.0504"
"611","T61_10","10000","10000","61","-1281856.9","-41569.3","2480575.2","0.0568"
"612","T62_1","10000","10000","62","-93053.7","-40097.0","105913.5","0.0393"
"613","T62_2","10000","10000","62","-4307967.2","-44266.2","8527402.0","0.1299"
"614","T62_3","10000","10000","62","-2221859.1","-42762.0","4358194.2","0.0804"
"615","T62_4","10000","10000","62","-5538832.8","-46006.7","10985652.0","0.3006"
"616","T62_5","10000","10000","62","-696662.4","-40725.0","1311874.8","0.0463"
"617","T62_6","10000","10000","62","-4573057.3","-44093.4","9057927.9","0.1335"
"618","T62_7","10000","10000","62","-2177534.0","-48567.1","4257933.8","0.4976"
"619","T62_8","10000","10000","62","-596210.3","-41031.0","1110358.7","0.0499"
"620","T62_9","10000","10000","62","-1405079.9","-42847.9","2724463.9","0.0658"
"621","T62_10","10000","10000","62","-926106.3","-41430.8","1769351.0","0.0546"
"622","T63_1","10000","10000","63","-50512.6","-50383.1","259.0","2.6923"
"623","T63_2","10000","10000","63","-5025273.7","-42641.9","9965263.6","0.1015"
"624","T63_3","10000","10000","63","-932558.7","-41302.1","1782513.2","0.0501"
"625","T63_4","10000","10000","63","-2874435.2","-42641.6","5663587.2","0.0804"
"626","T63_5","10000","10000","63","-3604972.1","-44388.8","7121166.7","0.1309"
"627","T63_6","10000","10000","63","-5131716.2","-45951.5","10171529.3","0.2615"
"628","T63_7","10000","10000","63","-240944.0","-40491.8","400904.4","0.0421"
"629","T63_8","10000","10000","63","-283131.7","-40457.3","485348.8","0.0456"
"630","T63_9","10000","10000","63","-4118698.1","-43968.8","8149458.4","0.1300"
"631","T63_10","10000","10000","63","-137505.6","-40100.3","194810.5","0.0405"
"632","T64_1","10000","10000","64","-1205902.7","-41834.8","2328135.6","0.0595"
"633","T64_2","10000","10000","64","-2044171.5","-42737.2","4002868.6","0.0717"
"634","T64_3","10000","10000","64","-1780102.1","-43005.8","3474192.6","0.0701"
"635","T64_4","10000","10000","64","-2234762.7","-41913.9","4385697.6","0.0648"
"636","T64_5","10000","10000","64","-3661352.5","-44640.6","7233423.9","0.1152"
"637","T64_6","10000","10000","64","-2781778.9","-42300.6","5478956.6","0.0724"
"638","T64_7","10000","10000","64","-2045431.4","-41591.2","4007680.3","0.0639"
"639","T64_8","10000","10000","64","-1024281.9","-41396.3","1965771.0","0.0506"
"640","T64_9","10000","10000","64","-1232749.3","-41530.9","2382436.9","0.0553"
"641","T64_10","10000","10000","64","-50467.3","-50393.8","147.1","2.0893"
"642","T65_1","10000","10000","65","-212588.3","-40691.0","343794.7","0.0435"
"643","T65_2","10000","10000","65","-805385.5","-41533.9","1527703.2","0.0483"
"644","T65_3","10000","10000","65","-1705139.9","-42015.6","3326248.6","0.0611"
"645","T65_4","10000","10000","65","-809402.8","-40701.1","1537403.5","0.0470"
"646","T65_5","10000","10000","65","-1560815.4","-42113.1","3037404.7","0.0586"
"647","T65_6","10000","10000","65","-2253902.6","-42867.3","4422070.5","0.0779"
"648","T65_7","10000","10000","65","-1736845.6","-41296.3","3391098.5","0.0614"
"649","T65_8","10000","10000","65","-3241201.3","-43276.6","6395849.3","0.0931"
"650","T65_9","10000","10000","65","-4309902.4","-42839.1","8534126.5","0.0940"
"651","T65_10","10000","10000","65","-1078126.8","-41024.8","2074204.0","0.0513"
"652","T66_1","10000","10000","66","-3452702.8","-43725.0","6817955.6","0.1043"
"653","T66_2","10000","10000","66","-3743987.5","-45387.7","7397199.5","0.1705"
"654","T66_3","10000","10000","66","-4064570.2","-45243.2","8038654.0","0.1654"
"655","T66_4","10000","10000","66","-1696373.4","-41944.2","3308858.5","0.0604"
"656","T66_5","10000","10000","66","-4601636.9","-45348.6","9112576.7","0.1980"
"657","T66_6","10000","10000","66","-2272602.0","-42113.9","4460976.2","0.0714"
"658","T66_7","10000","10000","66","-1023597.3","-40883.0","1965428.6","0.0508"
"659","T66_8","10000","10000","66","-340439.6","-40192.7","600493.9","0.0437"
"660","T66_9","10000","10000","66","-1239222.7","-48986.3","2380472.8","0.5991"
"661","T66_10","10000","10000","66","-1148999.2","-42108.8","2213780.7","0.0572"
"662","T67_1","10000","10000","67","-1411954.8","-42485.0","2738939.7","0.0637"
"663","T67_2","10000","10000","67","-3808887.8","-45396.3","7526983.0","0.1523"
"664","T67_3","10000","10000","67","-1650947.1","-42042.4","3217809.3","0.0594"
"665","T67_4","10000","10000","67","-1042057.7","-41499.7","2001115.9","0.0524"
"666","T67_5","10000","10000","67","-2886208.2","-46446.0","5679524.5","0.1981"
"667","T67_6","10000","10000","67","-2264549.2","-41921.3","4445255.9","0.0656"
"668","T67_7","10000","10000","67","-1250692.9","-48766.8","2403852.3","0.4623"
"669","T67_8","10000","10000","67","-1928753.9","-41598.8","3774310.2","0.0606"
"670","T67_9","10000","10000","67","-1963622.7","-43085.1","3841075.3","0.0765"
"671","T67_10","10000","10000","67","-1355022.1","-48793.4","2612457.5","0.4582"
"672","T68_1","10000","10000","68","-662684.2","-40743.7","1243881.0","0.0472"
"673","T68_2","10000","10000","68","-3920303.9","-46049.2","7748509.4","0.2076"
"674","T68_3","10000","10000","68","-2711000.6","-42493.4","5337014.4","0.0726"
"675","T68_4","10000","10000","68","-2249401.5","-47988.2","4402826.7","0.3815"
"676","T68_5","10000","10000","68","-3140030.9","-44029.2","6192003.5","0.0987"
"677","T68_6","10000","10000","68","-1447161.7","-41663.0","2810997.4","0.0545"
"678","T68_7","10000","10000","68","-106942.4","-50060.1","113764.6","0.8020"
"679","T68_8","10000","10000","68","-1635820.2","-41645.3","3188349.9","0.0607"
"680","T68_9","10000","10000","68","-4081999.0","-46178.9","8071640.4","0.2058"
"681","T68_10","10000","10000","68","-4395199.2","-44774.8","8700848.8","0.1434"
"682","T69_1","10000","10000","69","-1700347.5","-41928.3","3316838.5","0.0620"
"683","T69_2","10000","10000","69","-1761844.2","-42768.5","3438151.4","0.0683"
"684","T69_3","10000","10000","69","-1641336.7","-41963.1","3198747.1","0.0605"
"685","T69_4","10000","10000","69","-2507603.9","-42642.8","4929922.3","0.0765"
"686","T69_5","10000","10000","69","-988381.8","-41384.7","1893994.2","0.0524"
"687","T69_6","10000","10000","69","-3536569.6","-45484.5","6982170.2","0.1644"
"688","T69_7","10000","10000","69","-1572496.2","-48692.3","3047607.7","0.4956"
"689","T69_8","10000","10000","69","-1578453.9","-48256.9","3060394.0","0.3239"
"690","T69_9","10000","10000","69","-51150.2","-50280.5","1739.4","1.1357"
"691","T69_10","10000","10000","69","-311982.6","-49664.4","524636.3","0.5480"
"692","T70_1","10000","10000","70","-2906776.9","-46626.8","5720300.2","0.2044"
"693","T70_2","10000","10000","70","-3276885.5","-45506.6","6462757.8","0.1425"
"694","T70_3","10000","10000","70","-2406047.5","-42237.9","4727619.1","0.0687"
"695","T70_4","10000","10000","70","-1665298.9","-48608.9","3233380.2","0.4089"
"696","T70_5","10000","10000","70","-1370861.4","-48785.0","2644152.7","0.4402"
"697","T70_6","10000","10000","70","-3997169.9","-43375.1","7907589.7","0.0992"
"698","T70_7","10000","10000","70","-2827637.6","-47549.3","5560176.6","0.3093"
"699","T70_8","10000","10000","70","-1950902.6","-47850.3","3806104.5","0.2819"
"700","T70_9","10000","10000","70","-2198055.7","-47444.3","4301222.8","0.2647"
"701","T70_10","10000","10000","70","-2645271.3","-43165.5","5204211.6","0.0833"
"702","T71_1","10000","10000","71","-1614398.9","-48409.5","3131978.9","0.4425"
"703","T71_2","10000","10000","71","-3057392.1","-46742.5","6021299.2","0.2137"
"704","T71_3","10000","10000","71","-3240963.4","-47396.6","6387133.7","0.2699"
"705","T71_4","10000","10000","71","-3271345.8","-46077.2","6450537.3","0.1845"
"706","T71_5","10000","10000","71","-2787881.0","-45715.5","5484331.0","0.1472"
"707","T71_6","10000","10000","71","-50555.3","-50376.5","357.6","1.6779"
"708","T71_7","10000","10000","71","-2229148.3","-48041.2","4362214.3","0.3225"
"709","T71_8","10000","10000","71","-4653277.7","-44995.0","9216565.2","0.1576"
